cid,compound,aveaffinty
160355,CHEMBL14762,2300.0
176870,CHEMBL553,1200.0
1886699,CHEMBL1172697,4000.0
1898760,CHEMBL1171912,2100.0
3081361,CHEMBL24828,2100.0
5283685,CHEMBL456936,4730.0
5283727,CHEMBL517956,7550.0
5287969,CHEMBL428690,670.0
5328940,CHEMBL288441,690.0
5329102,CHEMBL535,170.0
5330790,CHEMBL191003,7100.0
5494449,CHEMBL572878,3100.0
6445562,CHEMBL607707,7100.0
9547698,CHEMBL518060,4160.0
9933475,CHEMBL491473,2300.0
9977819,CHEMBL522892,3500.0
10047202,CHEMBL1922225,4360.0
10113978,CHEMBL477772,2200.0
10138259,CHEMBL1721885,490.0
10461815,CHEMBL450786,2700.0
11213558,CHEMBL475251,240.0
11364421,CHEMBL513909,160.0
11409972,CHEMBL574738,1400.0
11427553,CHEMBL1908397,660.0
11485656,CHEMBL223360,1600.0
11626560,CHEMBL601719,11.65
11751922,CHEMBL2010872,132.0
16038120,CHEMBL509032,1.1
16722836,CHEMBL1287853,650.0
24779728,CHEMBL1644799,30.0
24853329,CHEMBL1165499,200.0
24905147,CHEMBL1241674,1100.0
25126798,CHEMBL1789941,1500.0
25157326,CHEMBL2042828,40.0
25157614,CHEMBL2042694,20.0
25182616,CHEMBL464552,0.55
25229528,CHEMBL2042829,94.6666666667
44219666,CHEMBL562943,9300.0
44219667,CHEMBL557491,6200.0
44299148,CHEMBL162,32.0
44443314,CHEMBL398610,300.0
44481287,CHEMBL1944658,360.0
45267171,CHEMBL560245,21300.0
45267176,CHEMBL564365,18000.0
45267177,CHEMBL560446,8300.0
45268038,CHEMBL556596,5800.0
45268916,CHEMBL564679,7100.0
45270590,CHEMBL549826,5000.0
45272300,CHEMBL551570,5100.0
45273165,CHEMBL563080,11800.0
46220497,CHEMBL1822513,48.0
46838818,CHEMBL1170563,35000.0
46838966,CHEMBL1171960,1700.0
46838967,CHEMBL1172147,9700.0
46851204,CHEMBL2158517,11.0
46852202,CHEMBL2158587,11.0
46852969,CHEMBL2158522,91.0
46871638,CHEMBL1163559,250.0
46871653,CHEMBL1163566,150.0
46906793,CHEMBL1163567,450.0
46906794,CHEMBL1163565,250.0
50942696,CHEMBL1642258,17.0
53318635,CHEMBL1642255,78.5
53465297,CHEMBL1822525,9.5
53495177,CHEMBL2023556,37.5
54577678,CHEMBL1822514,38.0
