cid,compound,aveaffinty
156422,CHEMBL103667,90.0
176155,CHEMBL10,3700.0
216239,CHEMBL1336,4800.0
447077,CHEMBL386051,880.0
3062316,CHEMBL1421,3100.0
3081361,CHEMBL24828,1400.0
5328940,CHEMBL288441,8.2
5329102,CHEMBL535,140.0
5494449,CHEMBL572878,2400.0
6445562,CHEMBL607707,330.0
6450551,CHEMBL1289926,350.0
9915743,CHEMBL180022,330.0
9933475,CHEMBL491473,2000.0
9977819,CHEMBL522892,160.0
10113978,CHEMBL477772,2200.0
10138259,CHEMBL1721885,260.0
10461815,CHEMBL450786,280.0
11234052,CHEMBL377300,590.0
11314340,CHEMBL379218,140.0
11409972,CHEMBL574738,15.0
11427553,CHEMBL1908397,33.0
11656518,CHEMBL558752,1300.0
11667893,CHEMBL572881,5800.0
11717001,CHEMBL525191,2300.0
16038120,CHEMBL509032,970.0
24889392,CHEMBL576982,2500.0
24905147,CHEMBL1241674,1300.0
44299148,CHEMBL162,24.0
45102725,CHEMBL576620,4200.0
57397989,CHEMBL1908392,150.0
57399640,CHEMBL1908393,190.0
71553085,CHEMBL2312649,120.0
71553152,CHEMBL2312652,2480.0
71553154,CHEMBL2312654,18.0
71568837,CHEMBL2333445,1600.0
71717270,CHEMBL2309006,23.0
