cid,compound,aveaffinty
123631,CHEMBL939,6900.0
153999,CHEMBL91829,280.0
176167,CHEMBL300138,2200.0
176870,CHEMBL553,2900.0
3062316,CHEMBL1421,1300.0
5287969,CHEMBL428690,650.0
5328940,CHEMBL288441,91.0
5330790,CHEMBL191003,1200.0
6445562,CHEMBL607707,59.0
6918852,CHEMBL384304,610.0
9926791,CHEMBL221959,1200.0
11314340,CHEMBL379218,92.0
11338033,CHEMBL445813,1100.0
11364421,CHEMBL513909,2900.0
11427553,CHEMBL1908397,3800.0
11626560,CHEMBL601719,1400.0
16038120,CHEMBL509032,2100.0
16722836,CHEMBL1287853,1000.0
24905147,CHEMBL1241674,140.0
25126798,CHEMBL1789941,3500.0
44299148,CHEMBL162,3.5
71717270,CHEMBL2309006,240.0
