cid,compound,aveaffinty
123631,CHEMBL939,4600.0
153999,CHEMBL91829,320.0
176167,CHEMBL300138,4100.0
3025986,CHEMBL296468,1700.0
5287969,CHEMBL428690,1400.0
5328940,CHEMBL288441,220.0
5329102,CHEMBL535,150.0
5330790,CHEMBL191003,26.0
5494449,CHEMBL572878,530.0
6445562,CHEMBL607707,2700.0
6450551,CHEMBL1289926,1300.0
9915743,CHEMBL180022,140.0
9926791,CHEMBL221959,330.0
9977819,CHEMBL522892,130.0
10138259,CHEMBL1721885,400.0
10461815,CHEMBL450786,910.0
11213558,CHEMBL475251,65.0
11314340,CHEMBL379218,4200.0
11427553,CHEMBL1908397,54.0
11626560,CHEMBL601719,120.0
15983966,CHEMBL1908394,23.0
16038120,CHEMBL509032,1.2
16722836,CHEMBL1287853,49.0
16725726,CHEMBL494089,86.0
24905147,CHEMBL1241674,3600.0
25126798,CHEMBL1789941,320.0
44299148,CHEMBL162,0.086
57397989,CHEMBL1908392,21.0
71717270,CHEMBL2309006,1.0
