cid,compound,aveaffinty
78253,CHEMBL1672104,17100.0
167523,CHEMBL131271,2450.0
1149185,CHEMBL568126,4400.0
2746549,CHEMBL1782534,500.0
2746550,CHEMBL1784193,305.0
9871419,CHEMBL398435,14.0
9969173,CHEMBL577508,660.0
10109037,CHEMBL567695,2990.0
10202847,CHEMBL585852,29.0
11504727,CHEMBL498229,19740.0
11585280,CHEMBL499428,50.7
11670815,CHEMBL568148,47.0
11950159,CHEMBL567702,65.0
11950328,CHEMBL568567,174.5
11950687,CHEMBL566438,6.5
11955421,CHEMBL585948,138.0
11955422,CHEMBL566037,403.5
16066663,CHEMBL2103828,23.0
16681707,CHEMBL2172275,86.0
23642329,CHEMBL1784204,225.0
23662455,CHEMBL1671995,10000.0
24750557,CHEMBL1784198,136.5
24750561,CHEMBL1784234,595.0
24750719,CHEMBL1784238,2100.0
24750723,CHEMBL1784197,210.0
24750874,CHEMBL1784225,540.0
24750876,CHEMBL1784222,535.0
24751297,CHEMBL1784199,2030.0
24751300,CHEMBL1784196,1700.0
24751438,CHEMBL1784186,1750.0
24751572,CHEMBL1782537,2000.0
24751574,CHEMBL1782535,1760.0
24751575,CHEMBL1784211,1150.0
24751576,CHEMBL1784232,615.0
24751577,CHEMBL1784226,900.0
24751579,CHEMBL1784203,2400.0
24751581,CHEMBL1782078,2050.0
24751708,CHEMBL1784229,1800.0
24751709,CHEMBL1784228,1400.0
24751710,CHEMBL1784230,715.0
24751711,CHEMBL1784206,1330.0
24751712,CHEMBL1784213,380.0
24751850,CHEMBL1784205,330.0
24751851,CHEMBL1784207,725.0
24751995,CHEMBL1784202,1700.0
24751996,CHEMBL1784233,1175.0
24751997,CHEMBL1784212,105.0
24751998,CHEMBL1784208,850.0
24751999,CHEMBL1784201,2000.0
24752128,CHEMBL1784187,1450.0
24752129,CHEMBL1784194,1080.0
24752130,CHEMBL1784190,195.0
24752131,CHEMBL1784224,260.0
24752269,CHEMBL1784185,1550.0
24752270,CHEMBL1784217,430.0
24752271,CHEMBL1784216,415.0
24752419,CHEMBL1784219,600.0
24752420,CHEMBL1784221,250.0
24752421,CHEMBL1784223,375.0
24752422,CHEMBL1784192,545.0
24752557,CHEMBL1784189,350.0
24752559,CHEMBL1784191,1375.0
24752560,CHEMBL1784188,1600.0
24752561,CHEMBL1784215,425.0
24752711,CHEMBL1784218,530.0
24829442,CHEMBL603866,15.0
24829780,CHEMBL563183,42.0
24829943,CHEMBL559259,115.5
24830601,CHEMBL599605,209.0
24937181,CHEMBL569732,11.0
39073052,CHEMBL566661,2100.0
44125995,CHEMBL2172278,372.0
44126037,CHEMBL2172277,139.0
44128387,CHEMBL2172264,283.0
44128468,CHEMBL2172157,42.0
44128900,CHEMBL2172131,42.0
44128901,CHEMBL2172127,23.0
44128980,CHEMBL2172143,30.0
44128981,CHEMBL2172144,40.0
44128982,CHEMBL2172142,193.0
44128983,CHEMBL2172141,82.0
44129058,CHEMBL2172132,23.0
44129060,CHEMBL2172149,0.8
44129136,CHEMBL2172128,5.0
44129137,CHEMBL2172129,1.5
44129368,CHEMBL2172270,105.0
44129369,CHEMBL2172151,7.7
44129371,CHEMBL2172147,71.0
44129445,CHEMBL2172266,303.0
44129446,CHEMBL2172267,66.0
44129447,CHEMBL2172268,56.0
44129448,CHEMBL2172269,41.0
44129449,CHEMBL2172163,33.0
44129451,CHEMBL2172139,107.0
44129522,CHEMBL2172160,219.0
44129524,CHEMBL2172274,27.0
44129525,CHEMBL2172284,459.0
44157464,CHEMBL499580,3760.0
44157465,CHEMBL496620,884.0
44157466,CHEMBL496229,10000.0
44157518,CHEMBL495605,614.0
44157519,CHEMBL446904,63.0
44157520,CHEMBL496820,541.0
44157521,CHEMBL502519,21.0
44405630,CHEMBL369928,4.57
44456078,CHEMBL271672,6760.0
44583580,CHEMBL496401,1900.0
44583581,CHEMBL509572,660.0
44583582,CHEMBL455536,24.9
44610759,CHEMBL568334,18.0
44610760,CHEMBL568774,12.5
44631970,CHEMBL539733,262.5
44631974,CHEMBL601906,4.2
45139236,CHEMBL570387,1.5
45139400,CHEMBL596939,69.0
45139401,CHEMBL599825,31.0
45139402,CHEMBL599637,6.9
45139403,CHEMBL592531,5.9
45139404,CHEMBL592650,10.0
45139405,CHEMBL590950,1.3
