cid,compound,aveaffinty
153999,CHEMBL91829,915.0
176167,CHEMBL300138,870.0
1201120,CHEMBL496587,100.0
1206018,CHEMBL493742,300.0
1239884,CHEMBL496786,2300.0
1241442,CHEMBL85105,4700.0
1243769,CHEMBL496782,40.0
1361334,CHEMBL183906,100.0
1379720,CHEMBL448443,400.0
1379922,CHEMBL2047864,160.0
1382447,CHEMBL496995,200.0
1539584,CHEMBL255421,2500.0
1641790,CHEMBL496996,90.0
1641793,CHEMBL493847,100.0
2243909,CHEMBL498406,100.0
5287969,CHEMBL428690,710.0
5329102,CHEMBL535,5000.0
5373936,CHEMBL85496,300.0
5878179,CHEMBL86257,43000.0
5985287,CHEMBL447571,4400.0
6006914,CHEMBL447567,80.0
6026872,CHEMBL495398,40.0
6076476,CHEMBL84558,20.0
6539569,CHEMBL408019,16.0
9965755,CHEMBL496783,900.0
10236138,CHEMBL1782505,13500.0
11314340,CHEMBL379218,220.0
13365773,CHEMBL1204914,7100.0
16725726,CHEMBL494089,680.0
16760660,CHEMBL265470,110.0
24748573,CHEMBL1230165,186.0
24849199,CHEMBL584161,60.0
24905147,CHEMBL1241674,240.0
24963232,CHEMBL573957,5.0
24963233,CHEMBL585182,3.0
24963578,CHEMBL576734,23.0
25174210,CHEMBL573012,3.0
25174366,CHEMBL572745,63.0
25174523,CHEMBL573659,149.0
25174524,CHEMBL584159,1250.0
25175022,CHEMBL573475,206.0
25175023,CHEMBL583581,36.0
25175182,CHEMBL575470,16.0
25175354,CHEMBL572809,153.0
25175355,CHEMBL572743,399.0
25175513,CHEMBL573037,211.0
25185171,CHEMBL496784,2200.0
25185173,CHEMBL496971,100000.0
25189319,CHEMBL497607,1500.0
25189321,CHEMBL447741,42000.0
25189322,CHEMBL454557,500.0
42642092,CHEMBL2030389,194.0
44187007,CHEMBL1915448,7.0
44222957,CHEMBL1915426,18.0
44222958,CHEMBL1915438,6.0
44222965,CHEMBL1915442,3.0
44222969,CHEMBL1915641,12.0
44222970,CHEMBL1915449,12.0
44222977,CHEMBL1915642,20.0
44229355,CHEMBL2035634,503.0
44229356,CHEMBL2035620,850.0
44229359,CHEMBL2035621,653.0
44229433,CHEMBL2035622,1068.0
44229439,CHEMBL2035605,1451.0
44229510,CHEMBL2035598,858.0
44229511,CHEMBL2035603,781.0
44229513,CHEMBL2035642,620.0
44229515,CHEMBL2035641,840.0
44229658,CHEMBL2030388,72.0
44229659,CHEMBL2030387,49.0
44229789,CHEMBL2035613,5000.0
44229790,CHEMBL2035610,2330.0
44229791,CHEMBL2035619,5000.0
44229793,CHEMBL2035617,3330.0
44229857,CHEMBL2035616,5000.0
44229926,CHEMBL2035606,3755.0
44229927,CHEMBL2035614,2377.0
44229990,CHEMBL2035604,3934.0
44229994,CHEMBL2035625,1741.0
44230186,CHEMBL2035631,730.0
44230252,CHEMBL2035633,197.0
44230255,CHEMBL2035639,480.0
44230398,CHEMBL2035608,5000.0
44230399,CHEMBL2035623,598.0
44230400,CHEMBL2035624,293.0
44230404,CHEMBL2035607,3429.0
44241505,CHEMBL583972,510.0
44251517,CHEMBL576387,2.0
44251518,CHEMBL572513,29.0
44251519,CHEMBL583144,164.2
44299148,CHEMBL162,2.95
44472899,CHEMBL573462,138.0
44472900,CHEMBL574819,84.0
44472903,CHEMBL573476,147.0
44472906,CHEMBL573697,711.0
44472909,CHEMBL583947,40.0
44472910,CHEMBL573478,410.0
44472911,CHEMBL573038,238.0
44472912,CHEMBL583099,122.0
44472913,CHEMBL572556,83.0
44472914,CHEMBL583691,21.0
44472915,CHEMBL573470,34.0
44472916,CHEMBL574168,30.0
44472917,CHEMBL572810,99.0
44472918,CHEMBL583273,8.0
44472919,CHEMBL573044,109.0
44472920,CHEMBL573705,13.0
44472921,CHEMBL582844,13.0
44472922,CHEMBL573923,44.0
44472923,CHEMBL583913,4.0
44472924,CHEMBL572815,32.0
44472925,CHEMBL572550,12.0
44472926,CHEMBL573702,21.0
44472927,CHEMBL574169,2.0
44472928,CHEMBL575254,29.0
44472929,CHEMBL572514,5.0
44472930,CHEMBL575255,13.0
44472931,CHEMBL575675,22.0
44472932,CHEMBL583385,45.0
44472934,CHEMBL575263,2.0
44472935,CHEMBL572783,3.0
44472936,CHEMBL572784,6.0
44472937,CHEMBL584563,7.0
44472938,CHEMBL575461,3.0
44472939,CHEMBL573036,66.0
44472940,CHEMBL573046,120.0
44472941,CHEMBL575463,2.0
44472942,CHEMBL576388,6.0
44472943,CHEMBL575264,152.0
44472944,CHEMBL573011,939.0
44472945,CHEMBL572781,10.0
44472946,CHEMBL583187,2.0
44472947,CHEMBL573045,29.0
44472948,CHEMBL573463,0.9
44542488,CHEMBL573929,41.0
44545852,CHEMBL2037200,25.0
44609163,CHEMBL2048866,157.5
44609164,CHEMBL2048868,162.5
44609165,CHEMBL2048867,150.0
44609168,CHEMBL2048869,160.0
44609322,CHEMBL2048870,140.0
44609327,CHEMBL2048871,50.0
44609485,CHEMBL2048865,607.0
44609634,CHEMBL2048862,250.0
45482872,CHEMBL582966,1140.0
46937301,CHEMBL1240961,131.0
49779260,CHEMBL2017331,41.0
49805556,CHEMBL2017333,43.0
50915164,CHEMBL2017323,2.0
50941395,CHEMBL1649765,94.0
50941397,CHEMBL1649586,294.0
50942630,CHEMBL1649761,1250.0
51033838,CHEMBL1782530,4.0
51036049,CHEMBL2017326,8.0
51036250,CHEMBL2017360,28.0
51036450,CHEMBL2017324,2.0
51036645,CHEMBL2017348,2.0
51036646,CHEMBL2017342,9.0
51036856,CHEMBL2017334,25.0
51037081,CHEMBL2017353,34.0
51037916,CHEMBL2017328,6.0
51351831,CHEMBL1782514,110.0
53233133,CHEMBL1782521,190.0
54580157,CHEMBL1782507,11900.0
54580158,CHEMBL1782517,100.0
54581151,CHEMBL1782510,5800.0
54581152,CHEMBL1782512,590.0
54581153,CHEMBL1782516,21.0
54581154,CHEMBL1782518,250.0
54581155,CHEMBL1782523,21100.0
54581156,CHEMBL1782525,260.0
54581186,CHEMBL1782532,6800.0
54582208,CHEMBL1782529,1300.0
54583142,CHEMBL1782515,150.0
54583143,CHEMBL1782522,350.0
54585070,CHEMBL1782520,330.0
54585071,CHEMBL1782526,340.0
54585072,CHEMBL1782527,1300.0
54586044,CHEMBL1782509,160.0
54586045,CHEMBL1782511,1200.0
54586046,CHEMBL1782519,12500.0
54586075,CHEMBL1782528,7000.0
54587027,CHEMBL1782508,2900.0
54587028,CHEMBL1782524,540.0
56674921,CHEMBL1794051,70.0
56935642,CHEMBL1915437,21.0
56965946,CHEMBL2030376,121.0
57390291,CHEMBL1915433,10.0
57390292,CHEMBL1915434,26.0
57390346,CHEMBL1915639,10.0
57390347,CHEMBL1915649,10.0
57392067,CHEMBL1915432,174.0
57392125,CHEMBL1915634,8.0
57392126,CHEMBL1915644,1.0
57392127,CHEMBL1915646,2.0
57392128,CHEMBL1915650,4.0
57393819,CHEMBL1915424,74.0
57393820,CHEMBL1915427,117.0
57393821,CHEMBL1915431,55.0
57393822,CHEMBL1915436,10.0
57393823,CHEMBL1915445,2.0
57393824,CHEMBL1915447,113.0
57393887,CHEMBL1915422,18.0
57393892,CHEMBL1915645,5.0
57393893,CHEMBL1915647,2.0
57393894,CHEMBL1915651,4.0
57395546,CHEMBL1915430,26.0
57395547,CHEMBL1915435,92.0
57395548,CHEMBL1915440,59.0
57395549,CHEMBL1915446,44.0
57395611,CHEMBL1915420,894.0
57395623,CHEMBL1915643,8.0
57395624,CHEMBL1915648,5.0
57396291,CHEMBL1914471,2.0
57397372,CHEMBL1915443,6.0
57397435,CHEMBL1915633,1.0
57397436,CHEMBL1915637,12.0
57397437,CHEMBL1915638,6.0
57398127,CHEMBL1950228,350.0
57399041,CHEMBL1915429,20.0
57400788,CHEMBL1915425,158.0
57400789,CHEMBL1915428,8.0
57400790,CHEMBL1915439,15.0
57400791,CHEMBL1915444,31.0
57400853,CHEMBL1915635,8.0
57400854,CHEMBL1915636,1.0
57400855,CHEMBL1915640,10.0
57402548,CHEMBL1915441,16.0
57402606,CHEMBL1915421,54.0
57899470,CHEMBL2035629,68.0
57899488,CHEMBL2030386,68.0
57899510,CHEMBL2035632,68.0
57899595,CHEMBL2035612,5000.0
57899629,CHEMBL2035626,87.0
57899683,CHEMBL2035640,140.0
57899734,CHEMBL2035627,134.0
57899779,CHEMBL2035628,29.0
57899873,CHEMBL2035638,142.0
57899921,CHEMBL2035637,534.0
57899925,CHEMBL2035635,110.0
57899946,CHEMBL2035609,5000.0
58189477,CHEMBL2017329,9.0
58189484,CHEMBL2017338,68.0
58189493,CHEMBL2017351,28.0
58189496,CHEMBL2017361,6.0
58189505,CHEMBL2017327,14.0
58189506,CHEMBL2017357,17.0
58189523,CHEMBL2017345,76.0
58189525,CHEMBL2017344,24.0
58189526,CHEMBL2017347,7.0
58189527,CHEMBL2017340,86.0
58189528,CHEMBL2017356,5.0
58189540,CHEMBL2017358,121.0
58189542,CHEMBL2017355,12.0
58189549,CHEMBL2017336,52.0
58189553,CHEMBL2017325,17.0
