cid,compound,aveaffinty
2396,CHEMBL7463,18.5
2399,CHEMBL266487,27.0
2403,CHEMBL269264,12.0
3973,CHEMBL98350,2410.0
5083,CHEMBL6291,8.0
153999,CHEMBL91829,162.5
176167,CHEMBL300138,200.0
294520,CHEMBL2032370,6000.0
622064,CHEMBL2030375,530.0
646970,CHEMBL476025,4500.0
655134,CHEMBL478324,2200.0
735247,CHEMBL1738916,8750.0
849788,CHEMBL526468,5000.0
958611,CHEMBL2032373,28000.0
1201120,CHEMBL496587,45000.0
1206018,CHEMBL493742,600.0
1239884,CHEMBL496786,13.0
1241442,CHEMBL85105,890.0
1243769,CHEMBL496782,650.0
1307080,CHEMBL526289,12000.0
1361334,CHEMBL183906,1049.66666667
1379638,CHEMBL495827,40.0
1379720,CHEMBL448443,130.0
1379728,CHEMBL496381,10000.0
1379922,CHEMBL2047864,160.0
1382447,CHEMBL496995,40.0
1539584,CHEMBL255421,950.0
1641790,CHEMBL496996,28000.0
1641793,CHEMBL493847,6000.0
1750281,CHEMBL2037133,386.0
2243909,CHEMBL498406,160.0
2765355,CHEMBL409038,91.0
2831986,CHEMBL2032371,10000.0
3157072,CHEMBL506711,63000.0
3157596,CHEMBL478510,2100.0
3157603,CHEMBL478323,4200.0
3358971,CHEMBL1738915,5900.0
5003498,CHEMBL406652,550.0
5280343,CHEMBL50,34.0
5281680,CHEMBL413552,340.0
5287969,CHEMBL428690,540.0
5327726,CHEMBL268769,150.0
5373936,CHEMBL85496,5100.0
5423175,CHEMBL501724,332.0
5459373,CHEMBL200528,43.0
5483944,CHEMBL2032374,37000.0
5703619,CHEMBL2347053,54.0
5878179,CHEMBL86257,170.0
5985287,CHEMBL447571,60.0
6006914,CHEMBL447567,330.0
6026872,CHEMBL495398,600.0
6076476,CHEMBL84558,150.0
9594375,CHEMBL515778,16000.0
9949093,CHEMBL79004,1100.0
9965755,CHEMBL496783,67.0
10074640,CHEMBL1908391,1300.0
10089677,CHEMBL230806,10000.0
10236138,CHEMBL1782505,5300.0
11293798,CHEMBL373598,1100.0
11314340,CHEMBL379218,180.0
11362471,CHEMBL223367,280.0
11422035,CHEMBL191384,80.0
13365773,CHEMBL1204914,7800.0
15552375,CHEMBL1802843,4500.0
15983966,CHEMBL1908394,250.0
16050925,CHEMBL1615278,340.0
16051023,CHEMBL1794070,310.0
16725726,CHEMBL494089,940.0
21964150,CHEMBL1782506,6100.0
23645855,CHEMBL370177,72.0
23645856,CHEMBL372585,250.0
23770859,CHEMBL441913,50.0
24748573,CHEMBL1230165,47.0
24811794,CHEMBL493937,57.0
24849199,CHEMBL584161,0.8
24905147,CHEMBL1241674,1500.0
24963232,CHEMBL573957,4.0
24963233,CHEMBL585182,2.0
24963578,CHEMBL576734,3.0
25169520,CHEMBL402228,8000.0
25174210,CHEMBL573012,5.0
