cid,compound,aveaffinty
33032,CHEMBL575060,2400.0
177491,CHEMBL230951,53000.0
729510,CHEMBL1346011,1400.0
888023,CHEMBL578988,745.0
1012759,CHEMBL1223013,5960.0
1092658,CHEMBL1373422,1170.0
1092661,CHEMBL1385271,977.0
1314024,CHEMBL1509597,1440.0
3260619,CHEMBL477396,4600.0
3525815,CHEMBL2022867,220.0
3586321,CHEMBL1921854,765.0
4052597,CHEMBL473806,3000.0
4066845,CHEMBL1921852,226.0
5725998,CHEMBL515763,1700.0
5916431,CHEMBL1209437,7800.0
13285567,CHEMBL1209518,2000.0
13302355,CHEMBL1209435,6900.0
13401655,CHEMBL1209438,800.0
14590355,CHEMBL1209588,5800.0
15078062,CHEMBL1209591,20000.0
17017653,CHEMBL1830697,4600.0
22037226,CHEMBL2022871,2900.0
25138329,CHEMBL1830694,13.0
26187503,CHEMBL1223164,372.0
40605829,CHEMBL578129,2700.0
42644808,CHEMBL1830695,56.0
42645487,CHEMBL1830693,410.0
44191096,CHEMBL562551,240.0
44551744,CHEMBL1209593,4900.0
44572113,CHEMBL507522,4235.0
45101485,CHEMBL578358,950.0
45110131,CHEMBL1727966,59.4
45110765,CHEMBL1698322,674.0
45111049,CHEMBL1223015,177.0
45111050,CHEMBL1223014,159.0
45111051,CHEMBL1223159,1030.0
45111509,CHEMBL1223084,206.0
45484609,CHEMBL568440,10000.0
45484614,CHEMBL568240,2000.0
45484621,CHEMBL568252,9600.0
45484623,CHEMBL565748,3100.0
45484637,CHEMBL584413,10000.0
45484641,CHEMBL578793,3300.0
45484642,CHEMBL571063,2000.0
46182708,CHEMBL1223083,27.0
46700737,CHEMBL1830698,220.0
46836497,CHEMBL1830705,910.0
46836562,CHEMBL1830707,9.0
46836565,CHEMBL1830900,140.0
46836566,CHEMBL1830902,750.0
46836635,CHEMBL1830905,650.0
46836637,CHEMBL1830904,1100.0
46836709,CHEMBL1830903,105.0
46836713,CHEMBL1830711,7.0
46836714,CHEMBL1830702,65.0
46836715,CHEMBL1830714,3000.0
46836786,CHEMBL1830914,51.0
46843042,CHEMBL1921853,402.0
