cid,compound,aveaffinty
5280363,CHEMBL815,4.75
5311053,CHEMBL37853,1.5
5311239,CHEMBL36817,436.0
5311240,CHEMBL36041,1.8
6441607,CHEMBL40183,16.0
9825293,CHEMBL287080,10.0
9867642,CHEMBL426559,9991.0
9909510,CHEMBL289373,76.0
10001608,CHEMBL289568,42.0
10047541,CHEMBL369797,11.0
10251023,CHEMBL173299,3.0
10389527,CHEMBL39784,8.6
10648334,CHEMBL172250,320.0
10670992,CHEMBL173680,17.0
10739351,CHEMBL434173,90.0
10740699,CHEMBL173811,1424.0
10741017,CHEMBL176692,63.0
10741197,CHEMBL173499,29.0
10832988,CHEMBL1628652,4.0
11597294,CHEMBL426387,14000.0
15486805,CHEMBL425681,12.0
15486806,CHEMBL290969,326.0
15947857,CHEMBL404199,340.0
15948325,CHEMBL402162,2000.0
25003075,CHEMBL1084009,6400.0
25195248,CHEMBL479263,3800.0
44285145,CHEMBL290571,4400.0
44285146,CHEMBL37244,630.0
44285161,CHEMBL289660,3630.0
44285199,CHEMBL288277,2140.0
44285208,CHEMBL286132,210.0
44285209,CHEMBL36901,540.0
44285251,CHEMBL416784,290.0
44285252,CHEMBL35715,1620.0
44285270,CHEMBL39746,5890.0
44285328,CHEMBL36911,210.0
44570666,CHEMBL479664,16400.0
44570668,CHEMBL482018,7400.0
44570712,CHEMBL479439,7600.0
44571206,CHEMBL481813,10200.0
44571290,CHEMBL479633,27400.0
44571291,CHEMBL517377,6100.0
44571352,CHEMBL482158,4200.0
44571354,CHEMBL482330,6400.0
46879894,CHEMBL1081186,600.0
71718532,CHEMBL2311147,34.0
