cid,compound,aveaffinty
156422,CHEMBL103667,1000.0
5328940,CHEMBL288441,2100.0
5329102,CHEMBL535,310.0
5330790,CHEMBL191003,500.0
5494449,CHEMBL572878,5600.0
6450551,CHEMBL1289926,3600.0
9977819,CHEMBL522892,79.0
10138259,CHEMBL1721885,160.0
11213558,CHEMBL475251,330.0
11409972,CHEMBL574738,630.0
11427553,CHEMBL1908397,82.0
11626560,CHEMBL601719,780.0
15983966,CHEMBL1908394,6200.0
16007391,CHEMBL215152,1500.0
16038120,CHEMBL509032,9400.0
16722836,CHEMBL1287853,4300.0
24905147,CHEMBL1241674,2600.0
25126798,CHEMBL1789941,390.0
44299148,CHEMBL162,270.0
57399640,CHEMBL1908393,1500.0
71717270,CHEMBL2309006,32.0
