cid,compound,aveaffinty
1833,CHEMBL8165,136.195
5202,CHEMBL39,422.04
42499,CHEMBL541969,1584.89
44575,CHEMBL570074,1000.0
119376,CHEMBL33884,0.4167
121881,CHEMBL68131,0.0398
131725,CHEMBL59834,50.12
177336,CHEMBL356359,0.10525
1471834,CHEMBL210288,72.0
3019427,CHEMBL1748,19.0
5311047,CHEMBL74656,100.0
5311299,CHEMBL286136,3.8
5311423,CHEMBL114112,2.2
5362436,CHEMBL76370,16.9433333333
9800656,CHEMBL121913,35.25
9817713,CHEMBL539652,316.23
9834183,CHEMBL371300,515.0
10493462,CHEMBL61130,398.11
10574402,CHEMBL563261,63.1
10643698,CHEMBL552420,125.89
10757502,CHEMBL550064,63.1
10837280,CHEMBL558259,79.43
11166796,CHEMBL2179583,4.125
11168006,CHEMBL2059589,12.59
11177588,CHEMBL255898,1910.0
11225102,CHEMBL2059590,8.155
11421340,CHEMBL2179705,1.26
11432106,CHEMBL2087335,19.95
11498641,CHEMBL2113159,37.0
11504722,CHEMBL2059588,2.51
11519716,CHEMBL553405,19.95
11520559,CHEMBL198371,488.0
11520655,CHEMBL370181,10.0
11527897,CHEMBL371707,19.0
11549456,CHEMBL2113157,24.0
11557207,CHEMBL2113160,113.0
11577105,CHEMBL197965,13.0
11593090,CHEMBL198052,13.0
11600413,CHEMBL189580,16.0
11606227,CHEMBL2059585,3.98
11622025,CHEMBL390075,20.0
11627949,CHEMBL2059587,7.94
11629240,CHEMBL382543,11.0
11629247,CHEMBL198668,5.0
11629268,CHEMBL198271,3.0
11643822,CHEMBL408379,50.0
11650641,CHEMBL197751,21.0
11677434,CHEMBL2059581,3.98
11686414,CHEMBL196633,8.0
11686484,CHEMBL370182,11.0
11686510,CHEMBL198372,200.0
11693471,CHEMBL372479,9.0
11714709,CHEMBL2113158,31.0
11714901,CHEMBL371718,18.0
11842633,CHEMBL2087337,19.95
15231247,CHEMBL556438,158.49
17755141,CHEMBL2113289,10.0
20030109,CHEMBL562477,199.53
21252890,CHEMBL552796,7.94
24865727,CHEMBL522708,7943.28
42618248,CHEMBL490852,5.0
42618250,CHEMBL442869,14.0
42618251,CHEMBL490050,12.0
42618252,CHEMBL488325,2.0
42646835,CHEMBL550302,144.54
44224237,CHEMBL538635,8.285
44247808,CHEMBL551940,79.43
44247811,CHEMBL552693,63.1
44247813,CHEMBL555447,79.43
44247815,CHEMBL563276,7943.28
44247817,CHEMBL559746,1584.89
44247820,CHEMBL538706,3.16
44247822,CHEMBL553685,15.85
44247941,CHEMBL557867,19.95
44247943,CHEMBL559548,39.81
44247945,CHEMBL560597,25118.86
44247947,CHEMBL551678,6309.57
44247949,CHEMBL549998,15848.93
44247951,CHEMBL541223,39.81
44247953,CHEMBL558163,3.16
44248066,CHEMBL550530,125.89
44248068,CHEMBL558924,39.81
44248070,CHEMBL558261,15.85
44248072,CHEMBL556595,39.81
44248076,CHEMBL549449,39.81
44248080,CHEMBL558855,50.12
44248184,CHEMBL561278,1.58
44248186,CHEMBL552484,1.26
44248187,CHEMBL551941,63.1
44248189,CHEMBL539713,2.0
44248191,CHEMBL540980,39.81
44248193,CHEMBL538956,7.94
44248195,CHEMBL549650,39.81
44248310,CHEMBL563799,1000.0
44248311,CHEMBL556279,31.62
44248312,CHEMBL550122,63.1
44248313,CHEMBL558719,5.01
44248315,CHEMBL559322,2.0
44248317,CHEMBL559050,199.53
44248319,CHEMBL553404,5.01
44248321,CHEMBL555222,7.94
44248433,CHEMBL565146,63.1
44248434,CHEMBL556326,15.85
44248435,CHEMBL555210,3.16
44248437,CHEMBL539651,3.98
44248439,CHEMBL561398,6.31
44248552,CHEMBL559317,15.85
44248679,CHEMBL555693,10.0
44248680,CHEMBL555223,5.01
44248793,CHEMBL556235,251.19
44248794,CHEMBL553658,1584.89
44248795,CHEMBL570780,3981.07
44248796,CHEMBL553688,316.23
44248797,CHEMBL557053,100.0
44248921,CHEMBL551013,2.51
44248922,CHEMBL540981,2.51
44248923,CHEMBL541968,50.12
44248925,CHEMBL562902,10.0
44249053,CHEMBL563445,251.19
44249055,CHEMBL552218,125.89
44249056,CHEMBL562400,63.1
44249057,CHEMBL560876,50.12
44249179,CHEMBL539212,1258.93
44249183,CHEMBL562636,3.16
44249186,CHEMBL551535,794.33
44249188,CHEMBL560940,39.81
44249189,CHEMBL552075,1000.0
44249311,CHEMBL551614,3162.28
44249315,CHEMBL550459,125.89
44249316,CHEMBL551820,316.23
44249317,CHEMBL551743,3162.28
44249318,CHEMBL558757,3162.28
44404955,CHEMBL370796,6.0
44404958,CHEMBL198719,7.0
44404960,CHEMBL197752,5.0
44404961,CHEMBL370227,9.0
44404962,CHEMBL199150,16.0
44404964,CHEMBL198921,13.0
44404965,CHEMBL197745,5.0
44404966,CHEMBL370646,8.0
44404968,CHEMBL198504,14.0
44404969,CHEMBL198226,47.0
44559101,CHEMBL518682,8.005
44582815,CHEMBL452353,111.0
44626294,CHEMBL585567,9900.0
44626295,CHEMBL571799,3900.0
44628198,CHEMBL2179674,2.0
44628200,CHEMBL2179670,2.0
44628201,CHEMBL2179672,10.0
44628269,CHEMBL2179673,199.53
44629279,CHEMBL2179678,2.0
44629280,CHEMBL2179679,7.94
45485563,CHEMBL572038,5000.0
45485620,CHEMBL569585,6100.0
45485653,CHEMBL570487,4600.0
49780155,CHEMBL1255606,7.8
49783206,CHEMBL1258108,33.0
49783207,CHEMBL1258109,9.1
49783208,CHEMBL1258222,6.3
49783209,CHEMBL1258223,2.0
49783210,CHEMBL1258338,4.5
49783211,CHEMBL1258339,7.4
49783212,CHEMBL1258450,37.0
49783414,CHEMBL1258451,50.0
49783415,CHEMBL1258452,2.4
49783416,CHEMBL1258559,8664.0
49783417,CHEMBL1258560,17.0
49783418,CHEMBL1258561,12.0
49783419,CHEMBL1258671,2.1
49783420,CHEMBL1258672,17.0
49783421,CHEMBL1258786,11.0
50898699,CHEMBL1632169,0.0646
50898775,CHEMBL1632167,0.141
50898776,CHEMBL1632163,0.0537
50898777,CHEMBL1632158,0.107
50898778,CHEMBL1632174,1.55
52945318,CHEMBL1257991,1.4
53317702,CHEMBL1632159,0.195
53318013,CHEMBL1632175,2.45
53319410,CHEMBL1632157,0.102
53319411,CHEMBL1632160,0.339
53320666,CHEMBL1632176,5.01
53320711,CHEMBL1632162,0.234
53320712,CHEMBL1632171,1.12
53320713,CHEMBL1632172,2.0
53321958,CHEMBL1632173,2.04
53322003,CHEMBL1632161,0.759
53322004,CHEMBL1632164,1.26
53324017,CHEMBL1632170,2.82
53324684,CHEMBL1632168,0.339
53325605,CHEMBL1632165,0.0427
53354764,CHEMBL2152922,0.3225
53357011,CHEMBL2179580,0.5
53357016,CHEMBL2179581,4.5
53357029,CHEMBL2179589,0.36
67211178,CHEMBL2179680,398.11
67251061,CHEMBL2179671,19.95
67276147,CHEMBL2087325,39.81
67276168,CHEMBL2087334,19.95
67276466,CHEMBL2087324,31.62
68490431,CHEMBL2179707,0.794
70682173,CHEMBL2059577,2.0
70682705,CHEMBL2087329,100.0
70684288,CHEMBL2059586,2.51
70684789,CHEMBL2087332,50.12
70684790,CHEMBL2087333,39.81
70686434,CHEMBL2059583,2.51
70686942,CHEMBL2087330,100.0
70686943,CHEMBL2087331,50.12
70688534,CHEMBL2059579,3.98
70688535,CHEMBL2059584,1.58
70691118,CHEMBL2087327,50.12
70694780,CHEMBL2059582,0.794
70695321,CHEMBL2087326,15.85
70695322,CHEMBL2087328,25.12
70695323,CHEMBL2087336,50.12
70696825,CHEMBL2059578,1.0
70696826,CHEMBL2059580,1.0
71450132,CHEMBL2179584,0.27
71450247,CHEMBL2181188,5.0
71451950,CHEMBL2179582,5.1
71451951,CHEMBL2179585,0.74
71452073,CHEMBL2181172,403.0
71455625,CHEMBL2181170,0.0399
71457409,CHEMBL2181168,0.26
71459131,CHEMBL2179698,31.62
71459269,CHEMBL2181166,0.23
71460941,CHEMBL2179588,5.2
71461048,CHEMBL2181185,33.0
71461049,CHEMBL2181187,17.0
71461050,CHEMBL2181189,3.1
71462650,CHEMBL2179586,0.97
71462651,CHEMBL2179587,0.29
71462652,CHEMBL2179590,3.6
71462665,CHEMBL2179701,0.794
71462776,CHEMBL2181169,1.2
71462777,CHEMBL2181171,7.5
