cid,compound,aveaffinty
5083,CHEMBL6291,15.0
153999,CHEMBL91829,210.0
176167,CHEMBL300138,1800.0
449241,CHEMBL104264,80.0
644243,CHEMBL515414,950.0
2132479,CHEMBL2338333,6000.0
3081361,CHEMBL24828,1600.0
5287969,CHEMBL428690,3700.0
5328940,CHEMBL288441,660.0
5329102,CHEMBL535,48.0
5703619,CHEMBL2347053,0.75
9885748,CHEMBL379849,20000.0
9977819,CHEMBL522892,570.0
10138259,CHEMBL1721885,150.0
10461815,CHEMBL450786,4100.0
11233873,CHEMBL384073,2850.0
11247002,CHEMBL374453,560.0
11269477,CHEMBL441702,1550.0
11314340,CHEMBL379218,3600.0
11360518,CHEMBL218654,1100.0
11373846,CHEMBL375312,1940.0
11393719,CHEMBL188434,270.0
11409972,CHEMBL574738,120.0
11427553,CHEMBL1908397,310.0
11453116,CHEMBL218720,4790.0
11485656,CHEMBL223360,2800.0
11626560,CHEMBL601719,640.0
11719421,CHEMBL436137,2710.0
11751266,CHEMBL427058,590.0
16007391,CHEMBL215152,2800.0
16038120,CHEMBL509032,2700.0
16079040,CHEMBL574646,1400.0
16121514,CHEMBL2023714,6.46
16722836,CHEMBL1287853,2000.0
17758239,CHEMBL230654,18800.0
17758574,CHEMBL230761,83100.0
23646578,CHEMBL189657,70.0
24905147,CHEMBL1241674,4800.0
44299148,CHEMBL162,1.3
56832546,CHEMBL2036343,12000.0
56963011,CHEMBL2016893,42.5
57345536,CHEMBL2012701,128.0
57397989,CHEMBL1908392,190.0
57399640,CHEMBL1908393,1200.0
59688971,CHEMBL2016888,41.5
67160938,CHEMBL2016892,21.5
67161433,CHEMBL2016886,125.5
67161469,CHEMBL2016890,30.0
67161513,CHEMBL2016891,48.0
67161792,CHEMBL2016889,159.5
67162199,CHEMBL2016771,270.0
67162253,CHEMBL2012702,92.0
67162323,CHEMBL2012699,456.0
67162514,CHEMBL2016887,102.0
67162897,CHEMBL2016885,197.0
70685638,CHEMBL2023841,7.0
70687790,CHEMBL2023842,2085.655
70687792,CHEMBL2023845,11.0
71717270,CHEMBL2309006,69.0
