cid,compound,aveaffinty
176870,CHEMBL553,3000.0
447961,CHEMBL298445,73.0
447962,CHEMBL46817,6.9
813183,CHEMBL1643144,16720.0
1164022,CHEMBL1643146,98700.0
1206526,CHEMBL2030979,2780.0
1217387,CHEMBL2030987,840.0
1217619,CHEMBL2030973,1330.0
1340212,CHEMBL2030975,2650.0
1340223,CHEMBL1512579,1450.0
1340269,CHEMBL2030981,12370.0
1340986,CHEMBL2030977,7320.0
1342673,CHEMBL2030976,4790.0
1343237,CHEMBL2030972,7250.0
2175822,CHEMBL2030986,5710.0
2175921,CHEMBL2030980,5590.0
2369334,CHEMBL2030984,2100.0
3025986,CHEMBL296468,7400.0
3062316,CHEMBL1421,9300.0
3124004,CHEMBL1643147,5090.0
5205832,CHEMBL236694,4970.0
5281855,CHEMBL6246,2480.0
5329102,CHEMBL535,4150.0
5330790,CHEMBL191003,250.0
5494424,CHEMBL427212,0.8
5494449,CHEMBL572878,66.3285714286
6022767,CHEMBL1643143,18400.0
6420138,CHEMBL482967,8.0
6450551,CHEMBL1289926,72.0
6610278,CHEMBL382590,393.0
7040530,CHEMBL2030971,3570.0
7732874,CHEMBL1533728,2340.0
7947603,CHEMBL2030974,420.0
9549303,CHEMBL383899,42.0
9833337,CHEMBL510730,1700.0
9869779,CHEMBL1908396,2300.0
9914412,CHEMBL202721,190.0
9958417,CHEMBL214601,65.0
10024433,CHEMBL1083786,8.2
10050156,CHEMBL438485,8090.0
10112131,CHEMBL484007,5.0
10113978,CHEMBL477772,7100.0
10128386,CHEMBL386253,690.0
10142586,CHEMBL514409,11.0
10153234,CHEMBL386310,55.0
10175096,CHEMBL216769,226.0
10175126,CHEMBL385049,94.0
10177287,CHEMBL1257211,2120.0
10196735,CHEMBL262434,115.5
10196758,CHEMBL216053,18.0
10239608,CHEMBL215275,190.0
10239769,CHEMBL214848,360.0
10239873,CHEMBL214940,39.0
10239891,CHEMBL214849,87.0
10248401,CHEMBL1085626,4.0
10289802,CHEMBL214842,220.0
10311867,CHEMBL424899,110.0
10311891,CHEMBL217804,220.0
10312249,CHEMBL384054,280.0
10320107,CHEMBL1083785,12.0
10340715,CHEMBL1084630,14.0
10396070,CHEMBL360190,3900.0
10430000,CHEMBL1084629,19.0
11213558,CHEMBL475251,160.0
11249084,CHEMBL363160,27.0
11305344,CHEMBL190252,130.0
11427553,CHEMBL1908397,650.0
11442557,CHEMBL385872,6.0
11442891,CHEMBL402548,7.75
11485656,CHEMBL223360,1600.0
11487958,CHEMBL427787,24.0
11530963,CHEMBL201511,7650.0
11589674,CHEMBL216260,931.0
11604623,CHEMBL200525,600.0
11610113,CHEMBL1980391,58.0
11626560,CHEMBL601719,260.0
11632150,CHEMBL1083151,0.4
11646645,CHEMBL1084715,5.0
11647020,CHEMBL1086088,3.0
11705035,CHEMBL1643138,0.9
11712649,CHEMBL259084,127.625
11718021,CHEMBL1083152,1.0
11744184,CHEMBL1083484,9.2
11751922,CHEMBL2010872,42.0
11846322,CHEMBL243985,20000.0
11994441,CHEMBL384575,354.0
11994444,CHEMBL385266,9.0
11994445,CHEMBL217748,452.0
15282555,CHEMBL505637,100.0
15965448,CHEMBL2333164,1300.0
16007391,CHEMBL215152,796.666666667
16038120,CHEMBL509032,44.0
16202152,CHEMBL392525,42.0
16221284,CHEMBL387190,939.333333333
16221285,CHEMBL425280,628.0
16221286,CHEMBL216388,1015.0
16221338,CHEMBL217037,1341.5
16221339,CHEMBL214648,2070.0
16221340,CHEMBL405120,13.0
16221341,CHEMBL215322,160.0
16221342,CHEMBL214637,350.0
16221343,CHEMBL215022,950.0
16221393,CHEMBL215495,980.0
16221394,CHEMBL215203,1400.0
16221627,CHEMBL263067,206.0
16221628,CHEMBL215636,229.0
16221629,CHEMBL268345,464.5
16221630,CHEMBL385597,954.5
16722836,CHEMBL1287853,4400.0
23585419,CHEMBL1086444,365.0
23585422,CHEMBL1086309,55.0
23585534,CHEMBL1084887,81.0
23646072,CHEMBL381724,3.0
23646073,CHEMBL206266,629.0
23646074,CHEMBL382667,0.15
23646076,CHEMBL204217,85.0
23646077,CHEMBL203507,690.0
23646078,CHEMBL204318,17.0
23646624,CHEMBL214329,47.0
23646627,CHEMBL1643136,0.6
23909187,CHEMBL2030982,1620.0
24815963,CHEMBL1099345,53.0
24815964,CHEMBL1095157,128.0
24815965,CHEMBL1094701,495.0
24815966,CHEMBL1095149,514.0
24816055,CHEMBL1094838,39.0
24816056,CHEMBL1097521,414.0
24855973,CHEMBL1643139,60.0
24894117,CHEMBL529663,16000.0
24894130,CHEMBL223147,120.0
24894883,CHEMBL509435,3200.0
24894884,CHEMBL452812,16000.0
24894888,CHEMBL529217,29000.0
24894992,CHEMBL488646,30000.0
24894995,CHEMBL521201,3200.0
24894996,CHEMBL488645,33000.0
24894997,CHEMBL488811,6500.0
24895100,CHEMBL453593,47000.0
25151216,CHEMBL1085357,53.0
25151778,CHEMBL1085131,55.0
25153410,CHEMBL1085607,10.0
25153621,CHEMBL1085132,30.0
25153836,CHEMBL1082597,10.0
25153837,CHEMBL1085833,14.0
25167109,CHEMBL253116,265.0
42628076,CHEMBL523991,1600.0
42628077,CHEMBL508307,2050.0
44137946,CHEMBL1822792,290.0
44139710,CHEMBL502124,1445.0
44139711,CHEMBL521949,3300.0
44139712,CHEMBL507170,6300.0
44299148,CHEMBL162,47.6666666667
44405842,CHEMBL200535,3500.0
44405843,CHEMBL381649,1100.0
44405844,CHEMBL371270,320.0
44405863,CHEMBL371937,1100.0
44405864,CHEMBL199765,330.0
44405869,CHEMBL199476,1900.0
44405872,CHEMBL199547,970.0
44405878,CHEMBL381661,2200.0
44405895,CHEMBL439512,470.0
44405896,CHEMBL200395,5000.0
44405901,CHEMBL202926,3700.0
44405906,CHEMBL199950,1200.0
44408804,CHEMBL203945,0.8
44417767,CHEMBL437331,260.0
44417816,CHEMBL264903,70.0
44417817,CHEMBL214755,3900.0
46224500,CHEMBL1083772,12.0
46236622,CHEMBL1094704,197.0
46236768,CHEMBL1094705,228.0
46236769,CHEMBL1094706,203.0
46237019,CHEMBL1097839,1701.0
46237140,CHEMBL1094904,2819.0
46237141,CHEMBL1096491,5477.0
46237142,CHEMBL1096492,579.0
46237143,CHEMBL1095988,2445.0
46830766,CHEMBL1083150,18.0
46830767,CHEMBL1084454,31.0
46830768,CHEMBL1084969,7.6
46866784,CHEMBL1083801,9.0
46866785,CHEMBL1084859,8.0
46866786,CHEMBL1084067,40.0
46866787,CHEMBL1083773,650.0
46866788,CHEMBL1083774,17.0
46866895,CHEMBL1084888,32.0
46866896,CHEMBL1082291,4.0
46866897,CHEMBL1084858,5.0
46866898,CHEMBL1084860,6.0
46867015,CHEMBL1084889,30.0
46867016,CHEMBL1082492,6.0
46867128,CHEMBL1084079,2.0
46867805,CHEMBL1085356,50.0
46867945,CHEMBL1086219,517.0
46867947,CHEMBL1082507,16.0
46867948,CHEMBL1082830,81.0
46867949,CHEMBL1082831,52.0
46868083,CHEMBL1085848,3.0
46868085,CHEMBL1085387,20.0
46868352,CHEMBL1083771,115.0
46868503,CHEMBL1086556,118.0
46868504,CHEMBL1086557,75.0
46868505,CHEMBL1085133,277.0
46868506,CHEMBL1085134,178.0
46868507,CHEMBL1085135,258.0
46868508,CHEMBL1085136,210.0
46868647,CHEMBL1086581,85.0
46868648,CHEMBL1083490,79.0
46868649,CHEMBL1083491,55.0
46885625,CHEMBL1089116,631.0
46885626,CHEMBL1090479,874.5
46888385,CHEMBL1095989,5111.0
46888585,CHEMBL1095192,3848.0
46888586,CHEMBL1095828,5600.0
46888607,CHEMBL1098666,5770.0
46888608,CHEMBL1095498,8156.0
46888609,CHEMBL1095817,2150.0
46888641,CHEMBL1099010,792.0
46888642,CHEMBL1097106,377.0
46888643,CHEMBL1097454,969.0
46888676,CHEMBL1094505,5676.0
46888677,CHEMBL1094506,3392.0
46888678,CHEMBL1094507,6810.0
46888679,CHEMBL1099343,126.0
46888680,CHEMBL1099344,62.0
46888681,CHEMBL1099346,113.0
46888682,CHEMBL1099347,45.0
46888683,CHEMBL1099348,42.0
46888684,CHEMBL1099349,22.0
46888685,CHEMBL1099350,94.0
46888686,CHEMBL1099351,59.0
46888746,CHEMBL1095475,58.0
46888747,CHEMBL1095788,366.0
46888771,CHEMBL1097191,42.0
46888772,CHEMBL1094700,70.0
46888773,CHEMBL1094702,23.0
46888774,CHEMBL1094703,250.0
46889922,CHEMBL1084636,10.0
46889932,CHEMBL1086579,15.0
46889933,CHEMBL1086582,10.0
46889934,CHEMBL1086583,3.0
46889935,CHEMBL1086584,10.0
49800150,CHEMBL1231066,190.0
49850211,CHEMBL2322143,30.0
49870881,CHEMBL1277293,7580.0
49870882,CHEMBL1277473,6150.0
50906778,CHEMBL2322141,15300.0
50906783,CHEMBL2322134,270.0
52940721,CHEMBL1277198,15000.0
52941912,CHEMBL1277382,1320.0
52943688,CHEMBL1257210,6700.0
52943772,CHEMBL1257445,3750.0
52943898,CHEMBL1258490,208.0
52944583,CHEMBL1258151,7310.0
52944937,CHEMBL1257331,2900.0
52944938,CHEMBL1257333,2500.0
52945074,CHEMBL1258379,4500.0
52945317,CHEMBL1257923,9700.0
52946216,CHEMBL1258267,7900.0
52947989,CHEMBL1277199,8100.0
52948331,CHEMBL1277017,9250.0
52948942,CHEMBL1258266,7200.0
52949215,CHEMBL1277294,3000.0
52949216,CHEMBL1277474,40340.0
52949491,CHEMBL1258033,5480.0
52949936,CHEMBL1258378,6700.0
52949977,CHEMBL1258491,152.0
52949997,CHEMBL1258604,4200.0
52950100,CHEMBL1277383,5730.0
52950167,CHEMBL1257332,5500.0
53318071,CHEMBL1643145,11940.0
53320716,CHEMBL1643135,0.5
53325994,CHEMBL1643142,86150.0
57384257,CHEMBL2163404,1.0
57384510,CHEMBL2163394,2.0
57394672,CHEMBL1950040,91000.0
57394673,CHEMBL1950043,21900.0
57394674,CHEMBL1950044,6000.0
57398440,CHEMBL1964276,6195.0
57399640,CHEMBL1908393,440.0
57412684,CHEMBL2046883,1500.0
57522817,CHEMBL2064532,30000.0
57522818,CHEMBL2064515,30000.0
57522820,CHEMBL2064535,5000.0
57523093,CHEMBL2064537,30000.0
58009815,CHEMBL2322137,570.0
58009825,CHEMBL2322136,340.0
58010054,CHEMBL2322135,130.0
58010265,CHEMBL2322142,40.0
58394927,CHEMBL2159198,640.0
58395044,CHEMBL2322138,740.0
58557147,CHEMBL2322140,3200.0
58557497,CHEMBL2322139,4300.0
60168111,CHEMBL2030993,160.0
70683706,CHEMBL2030991,5520.0
70685852,CHEMBL2030990,3040.0
70687976,CHEMBL2030983,780.0
70690000,CHEMBL2030989,2100.0
70692158,CHEMBL2030978,650.0
70694213,CHEMBL2030988,220.0
70694214,CHEMBL2030992,790.0
70696316,CHEMBL2030985,3180.0
70702148,CHEMBL2170590,1000.0
70702150,CHEMBL2170404,1000.0
70702152,CHEMBL2170406,1000.0
70702153,CHEMBL2170407,3000.0
70702154,CHEMBL2170408,3000.0
70702162,CHEMBL2169893,3000.0
70702164,CHEMBL2170418,3000.0
70789751,CHEMBL2207506,15.0
71450374,CHEMBL2203771,87.0
71450698,CHEMBL2207513,147.0
71452194,CHEMBL2203766,9.0
71452520,CHEMBL2207518,13.0
71454002,CHEMBL2203772,130.0
71454277,CHEMBL2207500,40.0
71454278,CHEMBL2207502,93.0
71454279,CHEMBL2207503,34.0
71454280,CHEMBL2207510,434.0
71454281,CHEMBL2207514,45.0
71455743,CHEMBL2203769,34.0
71455744,CHEMBL2203775,26.0
71456034,CHEMBL2207499,6.0
71456035,CHEMBL2207504,22.0
71456036,CHEMBL2207509,2200.0
71456037,CHEMBL2207512,118.0
71456038,CHEMBL2207516,35.0
71459407,CHEMBL2203764,4.0
71459408,CHEMBL2203774,47.0
71459750,CHEMBL2207505,27.0
71459751,CHEMBL2207511,600.0
71461167,CHEMBL2203768,12.0
71461168,CHEMBL2203773,54.0
71461470,CHEMBL2207507,564.0
71461471,CHEMBL2207517,45.0
71462903,CHEMBL2203765,7.0
71462904,CHEMBL2203767,6.0
71462905,CHEMBL2203770,11.0
71463198,CHEMBL2207501,52.0
71463199,CHEMBL2207508,68.0
71463200,CHEMBL2207515,41.0
71524406,CHEMBL2333163,2600.0
71553011,CHEMBL2312645,30000.0
71553012,CHEMBL2312646,30000.0
71553085,CHEMBL2312649,30000.0
71553152,CHEMBL2312652,30000.0
71553154,CHEMBL2312654,1550.0
71717270,CHEMBL2309006,16.0
