cid,compound,aveaffinty
1400,CHEMBL306380,26.0
4877,CHEMBL264406,120.0
4878,CHEMBL406845,19.0
123631,CHEMBL939,665.0
156422,CHEMBL103667,5800.0
176155,CHEMBL10,713.333333333
176870,CHEMBL553,545.0
208908,CHEMBL554,3600.0
216239,CHEMBL1336,2600.0
447077,CHEMBL386051,16.0
1474853,CHEMBL97771,26.0
3062316,CHEMBL1421,31.0
3081361,CHEMBL24828,17.8
4521392,CHEMBL440084,3400.0
5154691,CHEMBL573578,130.0
5328940,CHEMBL288441,3700.0
5353940,CHEMBL278041,250.0
6450551,CHEMBL1289926,9900.0
9869779,CHEMBL1908396,290.0
9933475,CHEMBL491473,98.0
10113978,CHEMBL477772,580.0
10184653,CHEMBL1173655,2700.0
10427712,CHEMBL230011,500.0
11213558,CHEMBL475251,970.0
11234052,CHEMBL377300,2900.0
11409972,CHEMBL574738,1100.0
11427553,CHEMBL1908397,3700.0
11626560,CHEMBL601719,900.0
11656518,CHEMBL558752,950.0
11667893,CHEMBL572881,9300.0
11717001,CHEMBL525191,2500.0
16007391,CHEMBL215152,1800.0
16038120,CHEMBL509032,9600.0
16722836,CHEMBL1287853,6100.0
24180719,CHEMBL1230020,430.0
24889392,CHEMBL576982,2700.0
24905147,CHEMBL1241674,77.0
44299148,CHEMBL162,5150.0
57399640,CHEMBL1908393,21.0
71717270,CHEMBL2309006,640.0
