cid,compound,aveaffinty
471,CHEMBL337309,34100.0
1220,CHEMBL56,0.66
1329,CHEMBL183,1332.625
1674,CHEMBL40583,4339.0
1676,CHEMBL279898,92600.0
1752,CHEMBL153062,1498.5
1908,CHEMBL8488,5890.0
1917,CHEMBL106265,1300.0
1922,CHEMBL62350,1250.0
2153,CHEMBL190,49142.8
2157,CHEMBL633,13732.5
2247,CHEMBL296419,22790.5
2249,CHEMBL24,1.77
2284,CHEMBL701,50.0
2333,CHEMBL388590,4087.0
2406,CHEMBL290106,648.5
2541,CHEMBL1016,954.7
2662,CHEMBL118,19269.5
2690,CHEMBL16687,21275.5125
2750,CHEMBL7002,2384.5
2812,CHEMBL104,3719.0
2818,CHEMBL42,156.0
3016,CHEMBL12,12.0
3117,CHEMBL964,278.5
3191,CHEMBL305660,2500.7
3198,CHEMBL808,2542.5
3333,CHEMBL1480,827.0
3339,CHEMBL672,4461.5
3372,CHEMBL726,9340.5
3561,CHEMBL1289,174.5
3585,CHEMBL268697,12.0
3598,CHEMBL496,500.0
3682,CHEMBL513389,2.3
3696,CHEMBL11,4.4
3728,CHEMBL86754,730.0
3822,CHEMBL51,2.7
4108,CHEMBL27673,34.0
4189,CHEMBL91,2200.0
4211,CHEMBL1670,5826.5
4266,CHEMBL273481,16.0
4485,CHEMBL193,6527.33333333
4498,CHEMBL277498,10.1
4499,CHEMBL1726,5572.0
4848,CHEMBL9967,22.0
4893,CHEMBL2,0.86
4976,CHEMBL668,1.1
4992,CHEMBL511,1.3
5029,CHEMBL1219,2519.5
5202,CHEMBL39,79.0
5318,CHEMBL1221,2056.5
5591,CHEMBL408,4075.5
5624,CHEMBL141343,8413.5
5697,CHEMBL273094,70.0
5717,CHEMBL603,1066.5
5991,CHEMBL691,25767.5
6238,CHEMBL1062,3702.0
7108,CHEMBL828,20066.0
8447,CHEMBL508112,271.5
8816,CHEMBL334255,3723.5
10255,CHEMBL275040,77.0
10680,CHEMBL275638,16900.0
11057,CHEMBL64894,3260.5
11080,CHEMBL1381098,4774.0
12852,CHEMBL294590,13000.0
15730,CHEMBL195437,4706.5
20345,CHEMBL411066,22.0
28417,CHEMBL1479,8734.5
