cid,compound,aveaffinty
9862981,CHEMBL250091,91.0
10032265,CHEMBL487476,17045.0
10144925,CHEMBL519903,9323.0
10145290,CHEMBL452310,21767.0
10257357,CHEMBL386446,4947.5
11331120,CHEMBL1922834,4700.0
11444850,CHEMBL1922839,5800.0
11456187,CHEMBL1922835,6700.0
11764614,CHEMBL504156,4879.0
11764615,CHEMBL499160,7731.0
16007289,CHEMBL398714,32.0
16100296,CHEMBL198736,2536.0
16100334,CHEMBL219384,10773.0
16135499,CHEMBL410972,6.368
16157882,CHEMBL414357,0.66
20821266,CHEMBL400138,3100.0
22341047,CHEMBL249091,107.0
22341109,CHEMBL250928,530.0
22341111,CHEMBL251128,460.0
22341131,CHEMBL250310,404.0
22341135,CHEMBL251760,459.0
22341144,CHEMBL402918,109.0
22341180,CHEMBL250748,551.0
22341205,CHEMBL401292,1100.0
22341206,CHEMBL250747,253.0
44290899,CHEMBL428139,0.51
44394005,CHEMBL412288,172.5
44394053,CHEMBL265428,5354.0
44394054,CHEMBL439104,370.5
44394055,CHEMBL409873,245.5
44394056,CHEMBL410973,438.0
44418950,CHEMBL219882,100000.0
44577329,CHEMBL499930,1.7
44577330,CHEMBL526685,2.8
44577331,CHEMBL525934,1.1
44577332,CHEMBL499370,2.9
44577333,CHEMBL499208,3.6
44577334,CHEMBL507190,17.0
44577335,CHEMBL524538,26.0
44577336,CHEMBL525956,60.0
44577337,CHEMBL505224,290.0
44577338,CHEMBL524907,2.1
44577339,CHEMBL499133,1.9
44577341,CHEMBL500447,16.0
44577342,CHEMBL527077,2.7
44577343,CHEMBL526730,6.4
44577344,CHEMBL526684,64.0
44577345,CHEMBL507645,6.2
44577347,CHEMBL526893,210.0
44577348,CHEMBL468769,2000.0
44588322,CHEMBL503836,2.615
44588323,CHEMBL524864,72.51
44588324,CHEMBL526484,230.99
44588325,CHEMBL525582,110.13
44588326,CHEMBL525424,122.645
44588327,CHEMBL507037,4.485
44588328,CHEMBL526516,4.40733333333
44588329,CHEMBL507591,15.12
44588330,CHEMBL503491,16.99
44588331,CHEMBL502036,1505.16825
44588332,CHEMBL525405,607.618
44588333,CHEMBL525051,6107.07
44588334,CHEMBL500483,814.95825
44588335,CHEMBL525235,3.27
44588336,CHEMBL526145,2.585
44588337,CHEMBL503693,1.475
44588339,CHEMBL524660,18.81
44588340,CHEMBL500753,1.425
44589618,CHEMBL525224,52.2
44589619,CHEMBL500187,5.1
44589620,CHEMBL499397,107.3
44589621,CHEMBL527058,113.1
44589622,CHEMBL506368,18.9
44589623,CHEMBL524875,13.4
44589624,CHEMBL525608,57.1
52943177,CHEMBL1240772,4.805
52944050,CHEMBL1240778,6.655
52944362,CHEMBL1240782,2.1
52945602,CHEMBL1240774,0.6155
52945603,CHEMBL1240775,3.905
52945604,CHEMBL1240776,3.905
52945605,CHEMBL1240781,1.59
52948032,CHEMBL1240773,3.89
52948033,CHEMBL1240780,1.0
52948034,CHEMBL1240783,1.9
52949275,CHEMBL1240777,3.23
52949276,CHEMBL1240779,1.95
54765284,CHEMBL1922840,2600.0
57391489,CHEMBL1922841,2300.0
57391686,CHEMBL1933364,2518.0
57393425,CHEMBL1933363,9740.0
57393426,CHEMBL1933365,4980.0
57396928,CHEMBL1933360,19150.0
57403703,CHEMBL1922842,2300.0
