cid,compound,aveaffinty
123631,CHEMBL939,1010.0
153999,CHEMBL91829,670.0
156422,CHEMBL103667,118.0
176155,CHEMBL10,4150.0
176167,CHEMBL300138,3100.0
176870,CHEMBL553,68.0
208908,CHEMBL554,6300.0
216239,CHEMBL1336,1300.0
447077,CHEMBL386051,3700.0
3038522,CHEMBL124660,4200.0
3062316,CHEMBL1421,720.0
3081361,CHEMBL24828,95.5
5328940,CHEMBL288441,4.7
5329102,CHEMBL535,68.5
5330790,CHEMBL191003,48.0
5353940,CHEMBL278041,3200.0
5494449,CHEMBL572878,82.0
6445562,CHEMBL607707,305.0
6450551,CHEMBL1289926,1000.0
6918852,CHEMBL384304,96.0
9869779,CHEMBL1908396,60.0
9915743,CHEMBL180022,66.0
9933475,CHEMBL491473,22.0
9977819,CHEMBL522892,300.0
10113978,CHEMBL477772,240.0
10138259,CHEMBL1721885,460.0
10184653,CHEMBL1173655,3700.0
10308737,CHEMBL282342,623.0
10461815,CHEMBL450786,350.0
11213558,CHEMBL475251,33.0
11234052,CHEMBL377300,170.0
11338033,CHEMBL445813,5900.0
11364421,CHEMBL513909,4100.0
11409972,CHEMBL574738,23.0
11427553,CHEMBL1908397,13.0
11485656,CHEMBL223360,450.0
11626560,CHEMBL601719,18.0
11656518,CHEMBL558752,510.0
11667893,CHEMBL572881,1300.0
11717001,CHEMBL525191,1300.0
15983966,CHEMBL1908394,1100.0
16038120,CHEMBL509032,21.0
16722836,CHEMBL1287853,680.0
24180719,CHEMBL1230020,5100.0
24889392,CHEMBL576982,4600.0
24905147,CHEMBL1241674,84.0
44299148,CHEMBL162,0.022
57397989,CHEMBL1908392,51.0
57399640,CHEMBL1908393,3.0
71717270,CHEMBL2309006,35.0
