cid,compound,aveaffinty
156422,CHEMBL103667,150.0
216239,CHEMBL1336,690.0
3025986,CHEMBL296468,1400.0
3062316,CHEMBL1421,3700.0
5287969,CHEMBL428690,2900.0
5328940,CHEMBL288441,100.0
5329102,CHEMBL535,93.0
5494449,CHEMBL572878,2300.0
9977819,CHEMBL522892,630.0
10138259,CHEMBL1721885,100.0
10427712,CHEMBL230011,2300.0
10461815,CHEMBL450786,5300.0
11213558,CHEMBL475251,49.0
11314340,CHEMBL379218,640.0
11409972,CHEMBL574738,1.5
11427553,CHEMBL1908397,36.0
11626560,CHEMBL601719,1800.0
11656518,CHEMBL558752,490.0
11667893,CHEMBL572881,1300.0
16007391,CHEMBL215152,650.0
16038120,CHEMBL509032,160.0
16722836,CHEMBL1287853,3100.0
24889392,CHEMBL576982,8500.0
24905147,CHEMBL1241674,1600.0
25126798,CHEMBL1789941,730.0
25182616,CHEMBL464552,4700.0
44299148,CHEMBL162,67.0
57397989,CHEMBL1908392,4.1
57399640,CHEMBL1908393,540.0
71717270,CHEMBL2309006,2.9
