cid,compound,aveaffinty
1329,CHEMBL183,52.6666666667
1330,CHEMBL418333,250.0
1676,CHEMBL279898,5565.0
1908,CHEMBL8488,1330.0
1922,CHEMBL62350,415.0
2153,CHEMBL190,6669.75
2519,CHEMBL113,21566.6666667
2690,CHEMBL16687,189.057142857
5697,CHEMBL273094,48.0
8974,CHEMBL285819,23450.0
65269,CHEMBL49935,47300.0
123683,CHEMBL119709,2040.0
123807,CHEMBL284969,20400.0
126079,CHEMBL27041,39.81
128784,CHEMBL158507,18.9
176407,CHEMBL113142,24.65
216466,CHEMBL414157,90.0
395949,CHEMBL1990267,316.23
439176,CHEMBL277041,13900.0
448222,CHEMBL464859,939.333333333
541615,CHEMBL27043,33.11
657378,CHEMBL68738,21200.0
743242,CHEMBL447192,220.0
750351,CHEMBL512216,288.0
1241166,CHEMBL590302,337.0
2817023,CHEMBL476310,380.0
2817165,CHEMBL506250,34.0
3162488,CHEMBL239864,10000.0
5139184,CHEMBL17002,3.98
5310960,CHEMBL302765,2078.0
5311041,CHEMBL485862,0.405
5311479,CHEMBL8565,53.4
5372720,CHEMBL68500,3.8
5413004,CHEMBL1487093,220.0
6032251,CHEMBL2042091,1000.0
6603931,CHEMBL273807,4.78666666667
7315331,CHEMBL603129,391.0
9497523,CHEMBL476311,75.0
9800549,CHEMBL145767,350.0
9801343,CHEMBL329791,261.0
9805713,CHEMBL417292,12100.0
9814428,CHEMBL196258,153.0
9821879,CHEMBL254725,11.0
9822488,CHEMBL208824,1.0
9822747,CHEMBL344501,205.0
9824812,CHEMBL357663,1715.0
9825550,CHEMBL16677,1.51
9834769,CHEMBL407650,721.0
9836304,CHEMBL461858,1778.0
9839378,CHEMBL380176,9.0
9843606,CHEMBL142562,70.0
9844693,CHEMBL217076,100.0
9857266,CHEMBL462501,258.0
9857422,CHEMBL506101,164.0
9857698,CHEMBL461651,254.0
9857735,CHEMBL516483,123.0
9858577,CHEMBL467867,423.0
9858578,CHEMBL508558,271.0
9860013,CHEMBL407307,865.0
9860294,CHEMBL197669,352.3
9863684,CHEMBL123705,6.0
9868763,CHEMBL142926,58.0
9868991,CHEMBL342500,81.0
9869857,CHEMBL186113,1300.0
9870396,CHEMBL378598,22.0
9880392,CHEMBL511405,248.0
9880921,CHEMBL517418,383.0
9884776,CHEMBL333860,21.0
9886438,CHEMBL216269,2000.0
9887858,CHEMBL118923,250.0
9890003,CHEMBL344724,450.0
9890439,CHEMBL251870,14.0
9893136,CHEMBL27809,41000.0
9901171,CHEMBL461008,270.0
9901196,CHEMBL506511,10.0
9901260,CHEMBL517278,109.0
9901497,CHEMBL517417,630.0
9901700,CHEMBL518497,643.0
9902562,CHEMBL449469,199.0
9902563,CHEMBL505787,53.0
9904456,CHEMBL281129,10.3
9910158,CHEMBL141154,150.0
9910926,CHEMBL138332,57.0
9912816,CHEMBL275605,3.16
9924271,CHEMBL365172,62.0
9924272,CHEMBL195140,53.0
9924325,CHEMBL2113094,12.0
9924994,CHEMBL194132,20.0
9929470,CHEMBL324735,222.0
9930130,CHEMBL1171897,13.0
9945226,CHEMBL462488,160.0
9950776,CHEMBL218458,430.0
9953065,CHEMBL592435,3981.0
9953799,CHEMBL65271,245.0
9954406,CHEMBL264070,127.0
9955052,CHEMBL349019,116.0
9967620,CHEMBL508451,646.0
9968253,CHEMBL517429,907.0
9995603,CHEMBL289413,229.0
10007115,CHEMBL335950,20.0
10029879,CHEMBL372086,21.0
10050439,CHEMBL8732,5.4
10051061,CHEMBL412854,26.0
10052252,CHEMBL263494,1680.0
10065148,CHEMBL280888,69.0
10065588,CHEMBL122819,838.0
10114222,CHEMBL216200,3100.0
10128387,CHEMBL408186,38.0
10132256,CHEMBL372182,92.0
10150517,CHEMBL253048,18.0
10153029,CHEMBL209944,18.0
10154604,CHEMBL193977,86.0
10155413,CHEMBL461649,259.0
10158974,CHEMBL404168,8.0
10164201,CHEMBL362268,220.0
10196060,CHEMBL210383,7.0
10196114,CHEMBL180693,50.0
10196517,CHEMBL210969,12.0
10204847,CHEMBL202665,9.33
10218183,CHEMBL211813,4.0
10225178,CHEMBL141550,30.0
10226014,CHEMBL252048,7.0
10237267,CHEMBL1171898,22.0
10237847,CHEMBL208705,12.0
10238677,CHEMBL212464,17.0
10246959,CHEMBL16867,5.05
10254700,CHEMBL66393,3570.0
10256007,CHEMBL360646,2715.0
10267860,CHEMBL461007,885.0
10274126,CHEMBL217268,1900.0
10288169,CHEMBL211762,14.0
10288197,CHEMBL210456,18.0
10291235,CHEMBL2113095,7.0
10291860,CHEMBL384279,2200.0
10291948,CHEMBL2113096,3.0
10296638,CHEMBL144979,22.0
10308937,CHEMBL404130,13.0
10310578,CHEMBL209208,17.0
10310768,CHEMBL251878,23.0
10311051,CHEMBL289903,12.0
10311222,CHEMBL209019,16.0
10311510,CHEMBL361826,127.0
10339165,CHEMBL95811,140.0
10346511,CHEMBL307199,5010.0
10358755,CHEMBL331111,1030.0
10377027,CHEMBL276738,51.0
10431614,CHEMBL167753,128.0
10436433,CHEMBL368880,1183.0
10453097,CHEMBL572765,226.0
10474279,CHEMBL317310,2400.0
10475082,CHEMBL251997,37600.0
10505816,CHEMBL139182,802.0
10577289,CHEMBL97700,1770.0
10587109,CHEMBL342059,90.0
10601859,CHEMBL342906,226.0
10605011,CHEMBL341852,1861.0
10616222,CHEMBL318251,2650.0
10621961,CHEMBL97748,7400.0
10623248,CHEMBL330286,303.0
10637742,CHEMBL16894,53.0
10647227,CHEMBL423934,70.0
10659581,CHEMBL137879,65.0
10661707,CHEMBL414620,400.0
10691504,CHEMBL96041,2410.0
10696675,CHEMBL137950,90.0
10720065,CHEMBL275427,7.94
10737168,CHEMBL423542,49.0
10765059,CHEMBL304726,2030.0
10766773,CHEMBL97961,13300.0
10767043,CHEMBL16929,2.24
10769581,CHEMBL144972,1113.0
10779327,CHEMBL344706,39.0
10791347,CHEMBL422820,81.0
10834513,CHEMBL146658,4294.0
10840167,CHEMBL17003,2.4
10852375,CHEMBL145623,12.0
10852506,CHEMBL315150,9.1
10859484,CHEMBL20888,81.0
10863425,CHEMBL164275,40.0
10874051,CHEMBL22113,24.0
10884000,CHEMBL20445,31.0
10884265,CHEMBL165224,142.0
10884803,CHEMBL355415,305.0
10895416,CHEMBL164905,76.0
10895565,CHEMBL435022,25.0
10895702,CHEMBL37875,5.5
10905184,CHEMBL351285,302.0
10905799,CHEMBL349240,50.0
10906943,CHEMBL336217,28.0
10917575,CHEMBL21572,30.0
10918042,CHEMBL350830,121.0
10926253,CHEMBL21541,35.0
