cid,compound,aveaffinty
153999,CHEMBL91829,1800.0
216239,CHEMBL1336,3100.0
447077,CHEMBL386051,810.0
644241,CHEMBL255863,4700.0
3025986,CHEMBL296468,1300.0
5287969,CHEMBL428690,140.0
5328940,CHEMBL288441,1300.0
5329102,CHEMBL535,890.0
5494449,CHEMBL572878,290.0
6918852,CHEMBL384304,600.0
10113978,CHEMBL477772,240.0
10138259,CHEMBL1721885,1200.0
10427712,CHEMBL230011,480.0
10461815,CHEMBL450786,460.0
11213558,CHEMBL475251,490.0
11314340,CHEMBL379218,470.0
11338033,CHEMBL445813,130.0
11409972,CHEMBL574738,29.0
11427553,CHEMBL1908397,1800.0
11485656,CHEMBL223360,320.0
11626560,CHEMBL601719,1200.0
11656518,CHEMBL558752,3900.0
16038120,CHEMBL509032,25.0
16722836,CHEMBL1287853,1300.0
16725726,CHEMBL494089,620.0
24905147,CHEMBL1241674,130.0
25126798,CHEMBL1789941,1300.0
25182616,CHEMBL464552,3300.0
44299148,CHEMBL162,0.45
57399640,CHEMBL1908393,3700.0
71717270,CHEMBL2309006,70.0
