cid,compound,aveaffinty
447077,CHEMBL386051,680.0
5328940,CHEMBL288441,330.0
5329102,CHEMBL535,960.0
5494449,CHEMBL572878,7400.0
6445562,CHEMBL607707,5700.0
9915743,CHEMBL180022,590.0
10113978,CHEMBL477772,1400.0
10142586,CHEMBL514409,149.0
11213558,CHEMBL475251,200.0
11364421,CHEMBL513909,1900.0
11409972,CHEMBL574738,360.0
11427553,CHEMBL1908397,750.0
11626560,CHEMBL601719,450.0
16038120,CHEMBL509032,4.8
16109001,CHEMBL373882,25000.0
16109036,CHEMBL386637,910.0
16722836,CHEMBL1287853,530.0
24180719,CHEMBL1230020,3600.0
25182616,CHEMBL464552,52.0
44299148,CHEMBL162,23.0
57325421,CHEMBL2064666,99.0
57397989,CHEMBL1908392,1200.0
57399640,CHEMBL1908393,110.0
71717270,CHEMBL2309006,370.0
