cid,compound,aveaffinty
176870,CHEMBL553,4900.0
3081361,CHEMBL24828,620.0
5329102,CHEMBL535,2100.0
5494449,CHEMBL572878,300.0
6450551,CHEMBL1289926,1400.0
10427712,CHEMBL230011,97.0
11213558,CHEMBL475251,220.0
11409972,CHEMBL574738,180.0
11427553,CHEMBL1908397,130.0
11626560,CHEMBL601719,2100.0
16038120,CHEMBL509032,3200.0
16722836,CHEMBL1287853,9800.0
24905147,CHEMBL1241674,290.0
25126798,CHEMBL1789941,2100.0
44299148,CHEMBL162,110.0
57397989,CHEMBL1908392,440.0
57399640,CHEMBL1908393,900.0
71717270,CHEMBL2309006,13.0
