cid,compound,aveaffinty
176167,CHEMBL300138,3400.0
216239,CHEMBL1336,130.0
3025986,CHEMBL296468,41.0
3038522,CHEMBL124660,2900.0
5329102,CHEMBL535,1100.0
5494449,CHEMBL572878,49.0
6450551,CHEMBL1289926,530.0
9977819,CHEMBL522892,180.0
10138259,CHEMBL1721885,3900.0
10461815,CHEMBL450786,2400.0
11213558,CHEMBL475251,5900.0
11314340,CHEMBL379218,700.0
11338033,CHEMBL445813,1000.0
11409972,CHEMBL574738,0.52
11427553,CHEMBL1908397,1400.0
11626560,CHEMBL601719,2100.0
16007391,CHEMBL215152,1200.0
16722836,CHEMBL1287853,1300.0
44299148,CHEMBL162,510.0
57397989,CHEMBL1908392,1300.0
57399640,CHEMBL1908393,240.0
71717270,CHEMBL2309006,43.0
