cid,compound,aveaffinty
153999,CHEMBL91829,2.5
176167,CHEMBL300138,36.0
513197,CHEMBL492828,31600.0
5287969,CHEMBL428690,350.0
5328940,CHEMBL288441,910.0
5329102,CHEMBL535,4300.0
5330790,CHEMBL191003,4400.0
5494449,CHEMBL572878,5300.0
9935079,CHEMBL340259,65.0
9977819,CHEMBL522892,3200.0
10138259,CHEMBL1721885,7200.0
10206423,CHEMBL340935,835.0
11314340,CHEMBL379218,12.0
11409972,CHEMBL574738,2200.0
11574614,CHEMBL206866,290.0
16038120,CHEMBL509032,1500.0
16124248,CHEMBL480641,93.0
16124345,CHEMBL471795,14.0
16725726,CHEMBL494089,9.0
23627212,CHEMBL571581,0.28
24770517,CHEMBL492251,70.0
24825721,CHEMBL467069,7.4
24866676,CHEMBL492252,2300.0
24866677,CHEMBL513485,13.0
24992835,CHEMBL2046624,164.0
24996161,CHEMBL2147538,141.0
25066843,CHEMBL402818,7.5
25113021,CHEMBL2147541,997.0
25113026,CHEMBL2147534,355.0
25113028,CHEMBL2147544,97.0
25113038,CHEMBL2147550,140.0
25195244,CHEMBL516913,8.7
25195245,CHEMBL479470,9.2
44252635,CHEMBL578984,90.0
44253525,CHEMBL585192,8.3
44299148,CHEMBL162,8.5
44449452,CHEMBL409155,52.0
44511325,CHEMBL494412,4.5
44570801,CHEMBL480838,16.0
44570802,CHEMBL518942,84.0
44570803,CHEMBL480839,23.0
44570848,CHEMBL480222,100.0
44570849,CHEMBL480223,12.0
44570884,CHEMBL479835,16.0
44573871,CHEMBL494229,270.0
44573872,CHEMBL494237,1700.0
44573873,CHEMBL494238,1700.0
44573874,CHEMBL522344,14.0
44573875,CHEMBL493999,11.0
44573898,CHEMBL494595,6.3
44573899,CHEMBL494000,55.0
44573900,CHEMBL494001,120.0
44573901,CHEMBL494165,10.5
44573902,CHEMBL494166,5.9
44573903,CHEMBL493825,19.0
44573904,CHEMBL493987,14.0
44573905,CHEMBL523194,73.0
44574268,CHEMBL511716,740.0
44574269,CHEMBL509448,10.6
44574270,CHEMBL466036,5.3
44574271,CHEMBL466037,260.0
44574272,CHEMBL466653,27.0
44574273,CHEMBL466654,5.6
44574310,CHEMBL513827,36.0
44574311,CHEMBL512606,82.0
44574312,CHEMBL467068,20.0
44574313,CHEMBL467871,33.0
44621943,CHEMBL2326014,50.0
44622679,CHEMBL2326015,60.0
44626360,CHEMBL583906,5.3
45107770,CHEMBL2326019,2.0
45108044,CHEMBL2326020,5.0
45108081,CHEMBL2326017,15.0
45108117,CHEMBL2326016,12.0
45108120,CHEMBL2321918,68.0
45484979,CHEMBL578169,65.0
45484983,CHEMBL568457,3.6
45484989,CHEMBL568687,77.0
45484990,CHEMBL583879,13.0
45484993,CHEMBL568973,690.0
45484994,CHEMBL565353,4.7
45485012,CHEMBL579201,24.0
45485013,CHEMBL576232,13.0
45485014,CHEMBL576233,440.0
45485015,CHEMBL578783,34.0
45485016,CHEMBL579260,9.1
45485017,CHEMBL568974,79.0
45485036,CHEMBL578348,1400.0
45485037,CHEMBL566074,26.0
45485046,CHEMBL568186,4700.0
45485051,CHEMBL569203,360.0
45485052,CHEMBL568407,8.2
45485058,CHEMBL585878,70.0
45485059,CHEMBL567363,7.0
45485067,CHEMBL566060,34.0
45485068,CHEMBL566263,13.0
45485076,CHEMBL567952,7.6
45485082,CHEMBL585681,190.0
45485083,CHEMBL567124,4.7
45485596,CHEMBL570247,1.7
45485719,CHEMBL569590,1.4
45485730,CHEMBL578174,23.0
45485731,CHEMBL569108,1.3
45485732,CHEMBL571784,6.4
45485733,CHEMBL571785,1.6
45485734,CHEMBL583903,2.3
45485738,CHEMBL569796,2.9
45485739,CHEMBL576278,13.0
45485740,CHEMBL585753,1.5
45485748,CHEMBL570713,0.48
45485761,CHEMBL570047,2.5
45485762,CHEMBL569822,2.4
45485765,CHEMBL568923,15.0
45485766,CHEMBL571281,13.0
45485774,CHEMBL570924,6.1
45485797,CHEMBL570277,0.67
45487537,CHEMBL568547,12.0
45487554,CHEMBL585858,7.8
45487555,CHEMBL585323,7.5
45487559,CHEMBL567092,38.0
45487560,CHEMBL567093,190.0
45487561,CHEMBL585113,41.0
45487562,CHEMBL567094,35.0
45487570,CHEMBL585697,8.4
45487571,CHEMBL567930,6.9
45487572,CHEMBL568142,42.0
