cid,compound,aveaffinty
2092,CHEMBL709,2.8
2267,CHEMBL639,50.12
2419,CHEMBL13647,331.083333333
3157,CHEMBL707,0.7765
4431,CHEMBL8618,0.96
4893,CHEMBL2,0.32
5401,CHEMBL611,2.2
5684,CHEMBL31354,66.07
5685,CHEMBL25554,9.95
5775,CHEMBL597,47.4
60602,CHEMBL405355,85.0
71310,CHEMBL353972,1949.84
92766,CHEMBL31410,517.0
122295,CHEMBL114166,87.0
123981,CHEMBL123349,485.0
126225,CHEMBL25467,23.0
129211,CHEMBL836,1.3155
132266,CHEMBL423294,0.324
164089,CHEMBL324090,0.08
181743,CHEMBL467094,1191.0
203096,CHEMBL1767134,199.53
213041,CHEMBL1255582,2089.3
439260,CHEMBL1437,20400.0
1376848,CHEMBL67932,757.0
4013695,CHEMBL301707,1.82
9809007,CHEMBL448620,269.0
9839317,CHEMBL123138,783.0
9845181,CHEMBL98241,165.0
9847196,CHEMBL13903,1.86
9847419,CHEMBL98430,221.0
9847845,CHEMBL13754,3.7
9864325,CHEMBL299691,67.0
9865254,CHEMBL192099,1400.0
9866614,CHEMBL12062,10000.0
9883506,CHEMBL194849,843.0
9887378,CHEMBL275469,46120.0
9888164,CHEMBL12603,3536.0
9890459,CHEMBL12529,26310.0
9890547,CHEMBL268758,4.66
9891166,CHEMBL14213,4.47
9891167,CHEMBL13856,9.09
9906978,CHEMBL150161,72.05
9908478,CHEMBL556313,54.0
9931327,CHEMBL193620,380.0
9948320,CHEMBL1242950,65.0
9959689,CHEMBL300222,360.0
9976756,CHEMBL1083181,63.1
9984150,CHEMBL299914,1900.0
10047430,CHEMBL310768,4251.0
10097317,CHEMBL59590,570.0
10314056,CHEMBL98167,1294.0
10318686,CHEMBL309969,2992.0
10342554,CHEMBL310890,1735.0
10352428,CHEMBL295072,4000.0
10363912,CHEMBL1082862,46.77
10364994,CHEMBL43116,0.537
10414908,CHEMBL62045,98.0
10415038,CHEMBL101610,24.0
10767981,CHEMBL561851,0.933
10836245,CHEMBL305029,413.0
10946567,CHEMBL123448,15.0
11135150,CHEMBL1087942,75.86
11211017,CHEMBL57546,255.0
11338314,CHEMBL446180,1100.0
11505007,CHEMBL238402,39.0
11519153,CHEMBL228278,133.0
11653915,CHEMBL362954,102.8
11857638,CHEMBL390129,147.5
11857639,CHEMBL229084,1385.0
11857709,CHEMBL228389,368.0
11857710,CHEMBL228279,305.0
11857711,CHEMBL228332,337.0
11857791,CHEMBL439197,92.0
11857792,CHEMBL390192,703.0
11857793,CHEMBL228494,787.0
11857794,CHEMBL228496,261.0
11857861,CHEMBL538397,377.5
11857862,CHEMBL387833,289.0
11857863,CHEMBL228608,690.0
11857864,CHEMBL390473,1487.0
11948707,CHEMBL426317,378.0
11984570,CHEMBL243694,72.55
12039032,CHEMBL274529,10000.0
12134994,CHEMBL418882,1878.0
12134995,CHEMBL302495,1063.0
13091268,CHEMBL210578,42.7
13911290,CHEMBL13735,1.22
15254720,CHEMBL1767136,12.59
15546405,CHEMBL268030,10000.0
16040907,CHEMBL272340,165.0
16041090,CHEMBL256853,344.5
16041091,CHEMBL256041,387.5
16041092,CHEMBL256804,511.5
16041263,CHEMBL257098,206.0
16041264,CHEMBL257077,174.0
16041265,CHEMBL256597,169.5
16041449,CHEMBL256040,297.5
16041451,CHEMBL271913,144.0
16041628,CHEMBL403280,275.5
16041629,CHEMBL257097,147.7
16041630,CHEMBL270589,167.5
17747460,CHEMBL1767164,31.62
17753379,CHEMBL234607,250.0
18738380,CHEMBL11828,10000.0
18738382,CHEMBL12127,5316.0
18738384,CHEMBL421297,615.0
18738385,CHEMBL67713,384.0
18738386,CHEMBL69848,259.0
18738412,CHEMBL80125,3719.0
24803316,CHEMBL1767162,316.23
24803482,CHEMBL1767168,39.81
24803483,CHEMBL1767167,50.12
24803638,CHEMBL1767165,50.12
24803639,CHEMBL1767166,125.89
24803641,CHEMBL1767159,125.89
24803797,CHEMBL1765111,31.62
24803798,CHEMBL1767160,79.43
24803799,CHEMBL1767161,100.0
24865725,CHEMBL497963,199.53
24865727,CHEMBL522708,158.49
24894141,CHEMBL493697,323.59
24894147,CHEMBL558890,1.41
24897950,CHEMBL1630940,5.5
25130875,CHEMBL494908,281.84
25130876,CHEMBL521665,263.03
25130879,CHEMBL452437,269.15
25132566,CHEMBL493041,302.0
25181488,CHEMBL493486,56.23
25181489,CHEMBL493285,120.23
