cid,compound,aveaffinty
5291,CHEMBL941,1700.0
5730,CHEMBL186526,31.0
176155,CHEMBL10,1103.33333333
216239,CHEMBL1336,213.333333333
447077,CHEMBL386051,23.0
644241,CHEMBL255863,3900.0
2132479,CHEMBL2338333,6500.0
3062316,CHEMBL1421,570.0
5353940,CHEMBL278041,1900.0
9806182,CHEMBL303144,810.0
9827373,CHEMBL176857,700.0
9884685,CHEMBL573339,3700.0
9885748,CHEMBL379849,24000.0
9943464,CHEMBL172179,7200.0
10113978,CHEMBL477772,900.0
10323382,CHEMBL308939,3500.0
10390073,CHEMBL2111784,2100.0
10522840,CHEMBL67658,2600.0
10664282,CHEMBL430419,56.0
10665884,CHEMBL431583,320.0
11155829,CHEMBL1760641,210.0
11166166,CHEMBL1760639,580.0
11167921,CHEMBL1760736,180.0
11190042,CHEMBL1760623,120.0
11213558,CHEMBL475251,840.0
11224163,CHEMBL1760619,200.0
11235672,CHEMBL1760625,110.0
11235899,CHEMBL1760630,170.0
11258258,CHEMBL1760635,480.0
11259227,CHEMBL1760631,280.0
11283035,CHEMBL1760626,80.0
11294093,CHEMBL1760640,490.0
11305234,CHEMBL1760633,140.0
11318236,CHEMBL1760642,230.0
11364677,CHEMBL1760627,340.0
11373388,CHEMBL1760637,190.0
11407374,CHEMBL1760615,360.0
11407870,CHEMBL1760622,250.0
11407902,CHEMBL1760628,340.0
11409972,CHEMBL574738,930.0
11418292,CHEMBL1760634,480.0
11419121,CHEMBL1760621,240.0
11429946,CHEMBL1760638,320.0
11430708,CHEMBL1760643,550.0
11430860,CHEMBL1760620,160.0
11454055,CHEMBL1760735,250.0
11454895,CHEMBL1760624,450.0
11477628,CHEMBL1760737,230.0
11487778,CHEMBL1760629,810.0
11656518,CHEMBL558752,390.0
11667893,CHEMBL572881,880.0
11676786,CHEMBL2144069,380.0
11717001,CHEMBL525191,6.6
11719421,CHEMBL436137,68.0
11750387,CHEMBL1760618,370.0
11750681,CHEMBL1760007,190.0
11750815,CHEMBL1760616,260.0
11751978,CHEMBL1760617,200.0
11775428,CHEMBL1760632,660.0
16049771,CHEMBL218791,4.0
16079040,CHEMBL574646,1600.0
24180719,CHEMBL1230020,170.0
24891645,CHEMBL2335864,5840.0
44250343,CHEMBL1825147,120.0
44250550,CHEMBL1825158,105.0
44251218,CHEMBL1800911,200.0
44299148,CHEMBL162,140.0
44346053,CHEMBL121405,8700.0
44418518,CHEMBL216668,400.0
46871624,CHEMBL1084036,50.0
46871919,CHEMBL1085603,76.0
46871921,CHEMBL1086221,156.0
46890316,CHEMBL1083486,146.0
46890435,CHEMBL1086486,370.0
46890526,CHEMBL1085063,839.0
54583026,CHEMBL1760636,530.0
54764324,CHEMBL1917776,960.9
56674921,CHEMBL1794051,61.9766666667
56832546,CHEMBL2036343,8500.0
57399640,CHEMBL1908393,4400.0
57402695,CHEMBL1917921,667.8
71575642,CHEMBL2332840,72.0
