cid,compound,aveaffinty
447077,CHEMBL386051,32.0
3062316,CHEMBL1421,1.4
5328940,CHEMBL288441,200.0
5330790,CHEMBL191003,4700.0
5494449,CHEMBL572878,2600.0
6445562,CHEMBL607707,7400.0
11213558,CHEMBL475251,180.0
11409972,CHEMBL574738,5700.0
11427553,CHEMBL1908397,1900.0
11626560,CHEMBL601719,3600.0
11712649,CHEMBL259084,3100.0
16038120,CHEMBL509032,1100.0
16722836,CHEMBL1287853,1200.0
24905147,CHEMBL1241674,670.0
25138012,CHEMBL249097,36.0
44299148,CHEMBL162,290.0
57399640,CHEMBL1908393,200.0
71717270,CHEMBL2309006,200.0
