cid,compound,aveaffinty
123879,CHEMBL361812,33400.0
5280363,CHEMBL815,4500.0
6519333,CHEMBL360785,34.0
9801972,CHEMBL210356,1.8
9802748,CHEMBL373118,6100.0
9825028,CHEMBL484525,4.0
9867642,CHEMBL426559,0.226466666667
9872340,CHEMBL568819,55.0
9933925,CHEMBL379711,9.5
9985715,CHEMBL570653,16000.0
10028338,CHEMBL474502,1.3
10073359,CHEMBL484130,3.7
10074101,CHEMBL482547,1.8
10098978,CHEMBL1933766,13.0
10116114,CHEMBL364841,3.5
10183680,CHEMBL365696,170.0
10206535,CHEMBL185251,5.3
10216733,CHEMBL221007,8.9
10254794,CHEMBL520480,1.3
10342667,CHEMBL485535,6.0
10344683,CHEMBL506909,1.4
10345671,CHEMBL483939,3.3
10432190,CHEMBL482548,12.4
10433093,CHEMBL484779,0.39
10458032,CHEMBL520481,3.7
10480515,CHEMBL484327,1.9
10483360,CHEMBL589973,146.0
11189801,CHEMBL514802,2.1
11269563,CHEMBL385126,1.1
11270709,CHEMBL377055,3.6
11294166,CHEMBL207203,1.8
11408533,CHEMBL383484,2.6
11462174,CHEMBL560993,7300.0
11494321,CHEMBL196617,6890.0
11545850,CHEMBL194085,5300.0
11573799,CHEMBL197398,4860.0
11597294,CHEMBL426387,1.5
11625836,CHEMBL373294,1872.0
11626379,CHEMBL1628623,1.58
11675335,CHEMBL199040,8460.0
11717784,CHEMBL364299,7710.0
11741746,CHEMBL483346,0.71
11742649,CHEMBL482743,16.3
11743676,CHEMBL483159,0.53
14372497,CHEMBL208260,11.0
14372503,CHEMBL210807,80.0
14372504,CHEMBL377072,1.0
14372505,CHEMBL383224,2.8
15157534,CHEMBL206631,36.0
15157538,CHEMBL378125,2.6
15157541,CHEMBL267820,1.7
15486805,CHEMBL425681,3100.0
15947857,CHEMBL404199,53.0
15948325,CHEMBL402162,1200.0
16049493,CHEMBL210707,1.7
16222207,CHEMBL1088284,8500.0
18476686,CHEMBL206040,1.7
21198692,CHEMBL218263,82.0
21974328,CHEMBL184684,30.0
21974362,CHEMBL359564,390.0
21974374,CHEMBL365829,50.0
21974448,CHEMBL186735,290.0
21974528,CHEMBL363984,20.0
22083972,CHEMBL378744,8.5
22083975,CHEMBL377297,1100.0
22083978,CHEMBL207689,4.5
24765153,CHEMBL484778,0.64
24765671,CHEMBL1084551,885.0
24765672,CHEMBL1085081,16.0
24765675,CHEMBL1083445,14.0
24765766,CHEMBL1083746,1205.0
24765768,CHEMBL1085040,63.0
24765769,CHEMBL1084047,450.0
25002382,CHEMBL1086490,561.0
25003075,CHEMBL1084009,1648.0
25817650,CHEMBL179036,1200.0
35028115,CHEMBL387477,9.6
42641863,CHEMBL1951575,19.5
44128594,CHEMBL1951574,26.0
44138108,CHEMBL483991,0.32
44159411,CHEMBL1916704,36400.0
44159530,CHEMBL1916700,4000.0
44159772,CHEMBL1916708,4000.0
44205724,CHEMBL1916686,31300.0
44394380,CHEMBL364593,10.0
44394432,CHEMBL365908,130.0
44411552,CHEMBL207451,4.1
44411555,CHEMBL207201,1.0
44411567,CHEMBL378151,110.0
44411605,CHEMBL207916,2.8
44411606,CHEMBL207805,9.7
44411635,CHEMBL210588,1900.0
44411688,CHEMBL210471,1.9
44411791,CHEMBL210045,6.3
44411797,CHEMBL379491,4.0
44411798,CHEMBL378628,23.0
44411799,CHEMBL210744,4.4
44411809,CHEMBL208596,16.0
44411813,CHEMBL378929,29.0
44411814,CHEMBL210615,3.5
44411851,CHEMBL209033,4.1
44411889,CHEMBL208082,28.0
44411890,CHEMBL208083,3.9
44411896,CHEMBL207104,300.0
44411984,CHEMBL208319,7.5
44591457,CHEMBL509685,0.88
44591458,CHEMBL474702,13.6
44591477,CHEMBL514964,1.0
44591512,CHEMBL521122,1.0
44591513,CHEMBL482550,0.91
44591514,CHEMBL519803,2.5
44591515,CHEMBL482744,0.8
44591516,CHEMBL483152,1.0
44591535,CHEMBL483154,0.74
44591536,CHEMBL518987,1.14
44591537,CHEMBL518988,0.88
44591561,CHEMBL484404,1.2
44591562,CHEMBL484777,0.67
44591563,CHEMBL520007,0.39
44591762,CHEMBL519862,1.6
44591806,CHEMBL482953,107.4
44591807,CHEMBL521290,2.3
45268455,CHEMBL561132,1000.0
45268456,CHEMBL564845,31000.0
45269307,CHEMBL563664,2200.0
45270144,CHEMBL551813,25600.0
45270148,CHEMBL552211,9000.0
45272700,CHEMBL564920,4400.0
45272704,CHEMBL556849,37800.0
45273637,CHEMBL557117,41700.0
45486009,CHEMBL569521,9.0
45486021,CHEMBL569537,535.5
45486025,CHEMBL570005,43.0
45486026,CHEMBL583453,120.0
45486030,CHEMBL570009,11.0
45486038,CHEMBL585385,179.0
45486043,CHEMBL570204,8300.0
45486053,CHEMBL570669,132.0
45486054,CHEMBL570670,36.0
45486059,CHEMBL569762,2070.0
45486065,CHEMBL569772,36.0
45486074,CHEMBL570235,31.0
45486099,CHEMBL569719,1910.0
45486100,CHEMBL569727,59.0
46890616,CHEMBL1085041,404.0
46890658,CHEMBL1084552,49.0
46890659,CHEMBL1084553,1389.0
46890660,CHEMBL1083400,209.0
50901657,CHEMBL1668898,26700.0
51031012,CHEMBL1941127,5200.0
53316648,CHEMBL1628703,0.501
56834988,CHEMBL1933762,236.0
56834989,CHEMBL1933763,106.5
56924869,CHEMBL1916697,12600.0
57335620,CHEMBL1950878,60.0
57335749,CHEMBL1950879,25.0
57390757,CHEMBL1950867,83.0
57390758,CHEMBL1950870,5.0
57391799,CHEMBL1951555,248.0
57391800,CHEMBL1951562,118.0
57392564,CHEMBL1950871,6.0
57392565,CHEMBL1950872,630.0
57392568,CHEMBL1950876,23.0
57393532,CHEMBL1951563,669.0
57393533,CHEMBL1951569,122.5
57395244,CHEMBL1951561,105.5
57395245,CHEMBL1951565,310.0
57395246,CHEMBL1951573,14.5
57396042,CHEMBL1950865,480.0
57396043,CHEMBL1950866,230.0
57396044,CHEMBL1950868,29.0
57396745,CHEMBL1933761,910.0
57396746,CHEMBL1933764,7.0
57397843,CHEMBL1950877,10.0
57398523,CHEMBL1933913,570.0
57398777,CHEMBL1951556,70.5
57398778,CHEMBL1951566,303.5
57400453,CHEMBL1951558,930.0
57400454,CHEMBL1951559,1430.0
57400455,CHEMBL1951564,235.0
57400456,CHEMBL1951570,29.0
57400457,CHEMBL1951572,31.0
57401263,CHEMBL1950875,15.0
57401983,CHEMBL1933765,6.0
57402257,CHEMBL1951568,109.5
57402258,CHEMBL1951571,15.5
57403006,CHEMBL1950869,150.0
57403987,CHEMBL1951557,1845.0
57403988,CHEMBL1951567,117.0
57404015,CHEMBL1951402,50.5
