cid,compound,aveaffinty
9903,CHEMBL1478,50000.0
156422,CHEMBL103667,4650.0
216239,CHEMBL1336,3400.0
447077,CHEMBL386051,3.8
644241,CHEMBL255863,230.0
644243,CHEMBL515414,760.0
3038525,CHEMBL119385,2100.0
3062316,CHEMBL1421,0.85
3081361,CHEMBL24828,1500.0
5287969,CHEMBL428690,2500.0
5328940,CHEMBL288441,18.0
5494449,CHEMBL572878,840.0
11213558,CHEMBL475251,140.0
11409972,CHEMBL574738,160.0
11427553,CHEMBL1908397,1500.0
11626560,CHEMBL601719,100.0
11656518,CHEMBL558752,2900.0
11712649,CHEMBL259084,370.0
16038120,CHEMBL509032,890.0
16722836,CHEMBL1287853,4400.0
24905147,CHEMBL1241674,620.0
25081574,CHEMBL2336575,4100.0
25138012,CHEMBL249097,8.0
44299148,CHEMBL162,1035.0
46864270,CHEMBL1784637,0.6
57397989,CHEMBL1908392,2900.0
57399640,CHEMBL1908393,3.6
71553085,CHEMBL2312649,30000.0
71553152,CHEMBL2312652,30000.0
71553154,CHEMBL2312654,2430.0
71604568,CHEMBL2322992,79000.0
71604570,CHEMBL2322994,71000.0
71604874,CHEMBL2323552,26000.0
71604876,CHEMBL2323554,19000.0
71605036,CHEMBL2323556,98000.0
71716460,CHEMBL2337009,510.0
71717050,CHEMBL2336576,6300.0
71717270,CHEMBL2309006,790.0
71717682,CHEMBL2337012,470.0
71718280,CHEMBL2336584,14000.0
71718651,CHEMBL2322989,6433.33333333
71718885,CHEMBL2336578,24000.0
71719491,CHEMBL2336583,13000.0
71719504,CHEMBL2337010,310.0
71720086,CHEMBL2336582,94000.0
71720087,CHEMBL2336586,29000.0
71720099,CHEMBL2337008,1200.0
71720738,CHEMBL2336574,71000.0
71720739,CHEMBL2336585,15000.0
71720753,CHEMBL2337011,1800.0
