cid,compound,aveaffinty
7,CHEMBL304009,2200.0
1329,CHEMBL183,260.7
1676,CHEMBL279898,56650.0
1922,CHEMBL62350,454.0
1942,CHEMBL504495,3100.0
2153,CHEMBL190,7401.36
2406,CHEMBL290106,911.0
2519,CHEMBL113,17265.955
2690,CHEMBL16687,0.810076923077
2812,CHEMBL104,9923.5
3198,CHEMBL808,11411.0
3598,CHEMBL496,1259.9
4122,CHEMBL9514,5864.0
4189,CHEMBL91,11127.5
4485,CHEMBL193,22200.0
4499,CHEMBL1726,3168.0
5035,CHEMBL81,1648.0
5212,CHEMBL192,198.176666667
5585,CHEMBL1475,1024.5
5697,CHEMBL273094,22.832
5991,CHEMBL691,16341.0
6710,CHEMBL88502,3200.0
8321,CHEMBL600008,530.0
11057,CHEMBL64894,2627.0
12852,CHEMBL294590,1800.0
15730,CHEMBL195437,17512.5
16231,CHEMBL945,8960.0
17884,CHEMBL603094,250.0
20262,CHEMBL266094,8500.0
31420,CHEMBL86771,320.0
40692,CHEMBL172,6553.0
40854,CHEMBL42442,1174.0
57469,CHEMBL1282,4153.5
65710,CHEMBL331382,760.0
69689,CHEMBL65976,6900.0
73124,CHEMBL494759,8500.0
75929,CHEMBL449628,7800.0
78268,CHEMBL1370747,117.49
81457,CHEMBL65747,3200.0
93205,CHEMBL139000,884.0
123683,CHEMBL119709,1243.41
123807,CHEMBL284969,2285.0
126054,CHEMBL1512545,370.0
126079,CHEMBL27041,851.14
127993,CHEMBL272185,4920.0
128784,CHEMBL158507,2100.0
131432,CHEMBL374685,9.3
131450,CHEMBL387354,579.0
158795,CHEMBL392149,6390.0
176155,CHEMBL10,4737.5
176407,CHEMBL113142,11.4335
176408,CHEMBL17127,1.5092
185566,CHEMBL451363,30000.0
215492,CHEMBL1234591,505.0
215610,CHEMBL2070508,650.0
216466,CHEMBL414157,6405.0
236871,CHEMBL603095,640.0
242652,CHEMBL95897,11000.0
247436,CHEMBL475023,9600.0
247678,CHEMBL62835,11000.0
309375,CHEMBL445696,9600.0
340706,CHEMBL1097073,1300.0
393595,CHEMBL88147,25.0
395949,CHEMBL1990267,79.43
