cid,compound,aveaffinty
176155,CHEMBL10,3300.0
447077,CHEMBL386051,4.0
3062316,CHEMBL1421,53.0
3081361,CHEMBL24828,240.0
5287969,CHEMBL428690,450.0
5329102,CHEMBL535,2400.0
5494449,CHEMBL572878,1100.0
6450551,CHEMBL1289926,2900.0
9869779,CHEMBL1908396,2200.0
10113978,CHEMBL477772,1000.0
10138259,CHEMBL1721885,3700.0
11213558,CHEMBL475251,720.0
11427553,CHEMBL1908397,120.0
11485656,CHEMBL223360,710.0
11626560,CHEMBL601719,230.0
11717001,CHEMBL525191,1800.0
16038120,CHEMBL509032,0.85
16722836,CHEMBL1287853,410.0
24180719,CHEMBL1230020,3100.0
24905147,CHEMBL1241674,2.1
25126798,CHEMBL1789941,1800.0
44299148,CHEMBL162,170.0
71717270,CHEMBL2309006,57.0
