cid,compound,aveaffinty
7,CHEMBL304009,7400.0
1329,CHEMBL183,10.1615
1676,CHEMBL279898,43000.0
1922,CHEMBL62350,1340.0
1942,CHEMBL504495,29000.0
2153,CHEMBL190,8633.95
2519,CHEMBL113,46300.0
2690,CHEMBL16687,4.45
2812,CHEMBL104,10625.0
3198,CHEMBL808,13398.0
3758,CHEMBL275084,5900.0
4122,CHEMBL9514,39881.5
4189,CHEMBL91,9911.0
4401,CHEMBL48278,1133.0
4485,CHEMBL193,6096.5
5212,CHEMBL192,1182.0
5480,CHEMBL592943,10300.0
5697,CHEMBL273094,9.0
5920,CHEMBL1544,325.3
11790,CHEMBL283196,896.55
12852,CHEMBL294590,10000.0
40692,CHEMBL172,14044.0
53232,CHEMBL503,21153.0
64627,CHEMBL52333,0.5075
65710,CHEMBL331382,39.0
69689,CHEMBL65976,12000.0
78268,CHEMBL1370747,275.42
81457,CHEMBL65747,33000.0
93205,CHEMBL139000,601.0
102175,CHEMBL383144,6000.0
122028,CHEMBL59532,4240.11666667
123683,CHEMBL119709,35.52625
123807,CHEMBL284969,6.666
126054,CHEMBL1512545,10.4
127993,CHEMBL272185,7370.0
131432,CHEMBL374685,221.0
158795,CHEMBL392149,33.525
176155,CHEMBL10,2335.5
176407,CHEMBL113142,342.633333333
176408,CHEMBL17127,571.55
215492,CHEMBL1234591,12.8
215610,CHEMBL2070508,27.0
216466,CHEMBL414157,7.2
242652,CHEMBL95897,29000.0
247436,CHEMBL475023,9400.0
386674,CHEMBL326752,299.0
393595,CHEMBL88147,231.0
395949,CHEMBL1990267,398.11
414707,CHEMBL67199,4300.0
448222,CHEMBL464859,52.732
448537,CHEMBL411,2261.0
452612,CHEMBL455493,8700.0
456309,CHEMBL411329,255.0
562794,CHEMBL610485,15200.0
570244,CHEMBL2151128,1900.0
619020,CHEMBL406788,25.2
619024,CHEMBL261185,17.7
647821,CHEMBL461431,13600.0
657378,CHEMBL68738,4.9
668105,CHEMBL467387,14.0
682802,CHEMBL161867,2800.0
686655,CHEMBL220118,865.0
695136,CHEMBL376920,274.0
700373,CHEMBL142641,510.0
700447,CHEMBL503024,11200.0
711464,CHEMBL223828,192.0
719449,CHEMBL460366,4300.0
723688,CHEMBL2164819,900.0
737136,CHEMBL494292,3950.0
743242,CHEMBL447192,5.8
747391,CHEMBL1222145,95.0
791098,CHEMBL513867,7.0
822296,CHEMBL510288,570.0
856282,CHEMBL468831,66.0
916396,CHEMBL220684,239.0
917384,CHEMBL412622,59.0
1532293,CHEMBL2347374,400.0
1897979,CHEMBL608105,11600.0
2288678,CHEMBL461646,2700.0
2303947,CHEMBL260615,10.8
2727500,CHEMBL443152,9750.0
2733526,CHEMBL83,18815.5
2773172,CHEMBL505633,16000.0
2794740,CHEMBL594119,13200.0
2817023,CHEMBL476310,29.0
2817024,CHEMBL455264,43.0
2817165,CHEMBL506250,12.0
3000506,CHEMBL411686,1221.0
3000516,CHEMBL411685,8607.0
3035594,CHEMBL292917,12.0
3035850,CHEMBL431733,551.028888889
3044933,CHEMBL1235128,12.0
3086599,CHEMBL331372,1852.0
3349998,CHEMBL478822,15.0
3355253,CHEMBL476298,22.0
3751417,CHEMBL375764,1744.0
4355631,CHEMBL52735,5300.0
4962866,CHEMBL241987,203.0
5033052,CHEMBL591710,54.3
5248753,CHEMBL468633,280.0
5280961,CHEMBL44,15757.5
5310960,CHEMBL302765,1173.5
5311037,CHEMBL431770,2535.0
5311041,CHEMBL485862,37.0
5413004,CHEMBL1487093,7.2
5413148,CHEMBL375164,94.0
5413153,CHEMBL222201,42.0
5461879,CHEMBL2311146,1.26
