cid,compound,aveaffinty
1229,CHEMBL6616,2.51
1238,CHEMBL64249,0.57
1355,CHEMBL478,17.3333333333
1752,CHEMBL153062,1959.0
1832,CHEMBL7257,42.0
2107,CHEMBL275854,6.8
2157,CHEMBL633,308.0
2160,CHEMBL629,4.61
2170,CHEMBL1113,2.885
2247,CHEMBL296419,136.5
2406,CHEMBL290106,6689.5
2585,CHEMBL723,87.5
2726,CHEMBL71,3.99
2769,CHEMBL1729,584.5
2771,CHEMBL549,226.5
2801,CHEMBL415,26.0
2812,CHEMBL104,11026.5
2818,CHEMBL42,19.8855555556
2913,CHEMBL516,1.86
3042,CHEMBL1123,356.5
3100,CHEMBL657,746.5
3151,CHEMBL219916,1015.0
3157,CHEMBL707,414.5
3158,CHEMBL1628227,35.0
3168,CHEMBL1108,346.0
3191,CHEMBL305660,180.95
3198,CHEMBL808,9129.0
3339,CHEMBL672,1806.5
3372,CHEMBL726,51.0
3386,CHEMBL41,90.5
3519,CHEMBL862,1107.0
3559,CHEMBL54,4261.09
3561,CHEMBL1289,1982.5
3598,CHEMBL496,3507.95
3827,CHEMBL534,122.0
3973,CHEMBL98350,763.5
4011,CHEMBL21731,59.5
4098,CHEMBL1411979,567.0
4168,CHEMBL86,1815.5
4184,CHEMBL6437,3.1732
4189,CHEMBL91,4049.0
4205,CHEMBL654,39.0
4212,CHEMBL58,2713.8
4485,CHEMBL193,13922.5
4543,CHEMBL445,12.085
4585,CHEMBL715,23.5
4601,CHEMBL900,407.0
4636,CHEMBL762,440.5
4735,CHEMBL55,2497.5
4917,CHEMBL728,59.5
4926,CHEMBL564,75.5
4927,CHEMBL643,9.24
4932,CHEMBL631,292.5
4943,CHEMBL526,8802.0
4946,CHEMBL27,1748.0
4992,CHEMBL511,861.0
5002,CHEMBL716,2143.26666667
5035,CHEMBL81,897.5
5073,CHEMBL85,14.175
5202,CHEMBL39,36.34625
5318,CHEMBL1221,2122.0
5405,CHEMBL17157,938.0
5411,CHEMBL698,2490.0
5452,CHEMBL479,33.5
5533,CHEMBL621,69.0
5585,CHEMBL1475,1795.0
5624,CHEMBL141343,5762.5
5775,CHEMBL597,301.5
5897,CHEMBL311469,1632.5
6075,CHEMBL395110,377.0
6726,CHEMBL648,778.0
6761,CHEMBL1909072,16.5
7108,CHEMBL828,1703.5
8223,CHEMBL442,42.5
8226,CHEMBL1201356,9.78
8478,CHEMBL221753,782.5
8816,CHEMBL334255,981.0
9681,CHEMBL1065,1.89333333333
10531,CHEMBL1732,68.5
15124,CHEMBL382750,6800.0
26987,CHEMBL1626,75.5
27559,CHEMBL6557,63.85
28693,CHEMBL19215,0.505
28864,CHEMBL157138,15.0
29101,CHEMBL198123,540.0
31101,CHEMBL493,405.0
33036,CHEMBL1201353,1769.5
36906,CHEMBL31115,8.3
47811,CHEMBL531,289.0
60149,CHEMBL12713,0.6
60795,CHEMBL1112,22.0
60854,CHEMBL708,6.86
65808,CHEMBL197,226.0
68617,CHEMBL809,825.15
71781,CHEMBL18972,10000.0
73453,CHEMBL1385840,79.5
82148,CHEMBL10878,708.0
91536,CHEMBL452861,1042.0
104903,CHEMBL1630578,547.0
107780,CHEMBL15928,105.0
107992,CHEMBL269521,1196.0
119584,CHEMBL60889,302.15
124087,CHEMBL1172,23.0
174174,CHEMBL517712,771.0
181743,CHEMBL467094,1069.0
196129,CHEMBL1909065,26.0
197033,CHEMBL589390,75.86
334449,CHEMBL221387,1050.0
441383,CHEMBL1306,5303.5
443390,CHEMBL14276,10.0
443391,CHEMBL14460,0.85
443884,CHEMBL119443,16.0
444034,CHEMBL1255837,182.0
448537,CHEMBL411,38719.0
715057,CHEMBL1933396,2534.0
715058,CHEMBL1509570,1863.0
941361,CHEMBL30008,510.0
1129292,CHEMBL1471412,1208.0
1201549,CHEMBL1201203,46.5
1548953,CHEMBL954,969.0
2407992,CHEMBL1617116,1055.0
2444416,CHEMBL1933399,179.0
2733526,CHEMBL83,350.5
3033538,CHEMBL1201216,476.0
3036780,CHEMBL1201756,2.5
3045225,CHEMBL407909,0.89
3045227,CHEMBL76781,13.1525
3644637,CHEMBL14563,1.0
3693566,CHEMBL88402,5.39333333333
3731509,CHEMBL1933402,471.0
3852202,CHEMBL1933573,99.0
3870140,CHEMBL1933397,766.0
3906894,CHEMBL301466,7.3
4284720,CHEMBL1255834,155.65
5280961,CHEMBL44,11358.0
5311271,CHEMBL74355,13.0
5312149,CHEMBL431298,530.0
5359000,CHEMBL404232,14451.0
5702063,CHEMBL420,155.5
6433122,CHEMBL1215661,645.0
6604042,CHEMBL309760,24.0
6918513,CHEMBL267615,5500.0
7208185,CHEMBL574253,1999.0
7208267,CHEMBL573317,2732.0
7216312,CHEMBL574749,2588.0
8545974,CHEMBL584205,991.0
9804849,CHEMBL189118,900.0
9813197,CHEMBL262862,8.8
9819053,CHEMBL115769,942.5
9826580,CHEMBL69451,52.7
9826801,CHEMBL319352,60.0
9834183,CHEMBL371300,3.0
9837204,CHEMBL203025,131.0
9840090,CHEMBL134519,4.0
9848303,CHEMBL328187,110.0
9855823,CHEMBL328844,7.9
9856041,CHEMBL133868,5.5
9856509,CHEMBL259480,2.4
9859144,CHEMBL188605,31.0
9859257,CHEMBL77880,8.7
9859429,CHEMBL256623,32.0
9861687,CHEMBL511312,5623.41
9866423,CHEMBL198330,1.58
9869628,CHEMBL197630,0.631
9872676,CHEMBL210514,964.0
9881119,CHEMBL80482,38.0
9882393,CHEMBL42024,6.3
9885465,CHEMBL145939,25.0
9888804,CHEMBL54719,0.501
9891901,CHEMBL300780,411.0
9899500,CHEMBL191054,1.9
9901086,CHEMBL494947,6.43333333333
9904281,CHEMBL1548,208.0
9906978,CHEMBL150161,2425.0
9910346,CHEMBL1818901,0.53
9920815,CHEMBL188033,1.7
9931534,CHEMBL14255,7.0
9932698,CHEMBL1259172,22.0
9964324,CHEMBL96883,6.3
9968450,CHEMBL1628523,1.26
10022781,CHEMBL164471,34.67
10062310,CHEMBL463250,3500.0
10065083,CHEMBL140872,4132.0
10067306,CHEMBL584046,477.0
10090424,CHEMBL143027,338.84
10090486,CHEMBL159929,338.84
10127939,CHEMBL198171,2.0
10127968,CHEMBL198109,7.94
10130594,CHEMBL1628670,10.0
10131066,CHEMBL131736,2.7
10131112,CHEMBL364005,450.0
10150393,CHEMBL197170,3.98
10150497,CHEMBL392760,124.0
10151289,CHEMBL371211,25.12
10159452,CHEMBL2031575,36.0
10176869,CHEMBL425545,32.0
10194524,CHEMBL199177,12.59
10198431,CHEMBL201930,2.25
10216639,CHEMBL198458,31.62
10217207,CHEMBL197807,0.794
10217208,CHEMBL198097,10.0
10237852,CHEMBL198712,6.31
10238108,CHEMBL198440,50.12
