cid,compound,aveaffinty
2157,CHEMBL633,21232.5
5344,CHEMBL453,17672.5
122272,CHEMBL267458,30.4
156690,CHEMBL383581,10.0
159594,CHEMBL9194,0.0316
177236,CHEMBL23261,1.26
182140,CHEMBL510130,40000.0
5311425,CHEMBL1628624,1.0
6158261,CHEMBL1406,7958.5
9825494,CHEMBL61211,0.45
9826741,CHEMBL292802,8.9
9840391,CHEMBL310427,8.3
9843631,CHEMBL24461,1.4
9870830,CHEMBL8981,1.765
9895957,CHEMBL11706,1.9
9896251,CHEMBL278176,24.0
9908909,CHEMBL106684,4.7
9909467,CHEMBL80782,1.1
9910224,CHEMBL1628688,5.01
9915028,CHEMBL111612,0.49
9934204,CHEMBL314915,17000.0
9960931,CHEMBL319452,0.35
10095637,CHEMBL15689,11000.0
10257882,CHEMBL539423,9.3
10357554,CHEMBL27065,440.0
10477792,CHEMBL453822,75000.0
10478562,CHEMBL369359,1640.0
10548722,CHEMBL107574,3.7
10549472,CHEMBL106846,70.0
10669224,CHEMBL319924,19.0
10691437,CHEMBL105490,18.0
10717504,CHEMBL276173,300.0
10740258,CHEMBL322674,11.0
10740953,CHEMBL106749,16.0
10811477,CHEMBL104172,4.7
10813228,CHEMBL319036,2000.0
10835335,CHEMBL104223,2.0
11754273,CHEMBL29422,0.2
11794992,CHEMBL104848,0.5
15297287,CHEMBL421349,28000.0
15410997,CHEMBL103501,18.0
15411002,CHEMBL320183,9.0
15411003,CHEMBL320839,0.8
15411005,CHEMBL103846,0.6
15411009,CHEMBL316523,0.5
15453170,CHEMBL311258,9900.0
15453172,CHEMBL76623,2900.0
15453209,CHEMBL77962,5900.0
19010490,CHEMBL16018,700.0
19010493,CHEMBL275179,38.0
19010508,CHEMBL16306,840.0
19385674,CHEMBL276819,11000.0
19934534,CHEMBL314364,33000.0
19934535,CHEMBL315096,80000.0
19934544,CHEMBL86489,14000.0
19934546,CHEMBL86581,7000.0
19934549,CHEMBL313184,41000.0
22616257,CHEMBL76860,140.0
22616262,CHEMBL80980,110.0
22998456,CHEMBL172666,104.0
23445227,CHEMBL355800,299.0
23445313,CHEMBL424371,54.0
23445379,CHEMBL367776,308.0
23445457,CHEMBL367024,62.0
23445507,CHEMBL172538,1200.0
23445523,CHEMBL173557,513.0
23445537,CHEMBL176538,134.0
23445538,CHEMBL173805,346.0
23662235,CHEMBL1627022,0.015
23665178,CHEMBL51530,7.4
44211959,CHEMBL16197,500.0
44270498,CHEMBL279419,75.0
44270522,CHEMBL15310,600.0
44270523,CHEMBL15573,330.0
44270524,CHEMBL274243,1600.0
44270602,CHEMBL278930,820.0
44284480,CHEMBL37860,12.59
44284481,CHEMBL437472,0.18175
44303033,CHEMBL64424,170.0
44303148,CHEMBL64200,400.0
44320537,CHEMBL316247,83000.0
44332735,CHEMBL450337,0.4
44332842,CHEMBL322920,1.5
44371613,CHEMBL405677,250.0
44371614,CHEMBL414917,9500.0
44371616,CHEMBL413825,7800.0
44371670,CHEMBL385405,1900.0
44371671,CHEMBL441006,8100.0
44371672,CHEMBL413880,2400.0
44384177,CHEMBL352657,129.0
44387533,CHEMBL175616,81.0
44404967,CHEMBL372814,24.0
44439102,CHEMBL238539,1.0
44439103,CHEMBL241460,1.6
44439105,CHEMBL436821,44.9
44439106,CHEMBL398070,8.0
44439108,CHEMBL429019,7.7
44439111,CHEMBL268201,4.6
44439114,CHEMBL413001,21.6
52943236,CHEMBL1269102,28.905
53316722,CHEMBL1628673,0.6
53317990,CHEMBL1628583,0.5
53325927,CHEMBL1628584,0.2
70686617,CHEMBL2067984,3.2
71719097,CHEMBL2304284,0.288
