cid,compound,aveaffinty
176155,CHEMBL10,7100.0
447077,CHEMBL386051,1500.0
447966,CHEMBL261454,55.0
449054,CHEMBL185238,12.0
3062316,CHEMBL1421,230.0
4521392,CHEMBL440084,430.2
5494449,CHEMBL572878,8400.0
6456587,CHEMBL564660,1329.5
9796486,CHEMBL181640,720.0
9826461,CHEMBL1272078,198.0
9836405,CHEMBL205156,28.0
9858084,CHEMBL381948,48.0
9858940,CHEMBL226838,92.4666666667
9861063,CHEMBL205736,107.0
9880709,CHEMBL571451,830.5
9901964,CHEMBL202891,24.0
9922527,CHEMBL181361,30.0
9923039,CHEMBL360034,13.0
9925372,CHEMBL383523,24.0
9925495,CHEMBL183354,20.0
9933475,CHEMBL491473,1700.0
9945516,CHEMBL204838,43.0
9967941,CHEMBL401570,162.0
9972086,CHEMBL204139,1700.0
9972935,CHEMBL427211,12230.0
9973794,CHEMBL377717,4100.0
9995838,CHEMBL203214,4740.0
9998128,CHEMBL537968,57.5
10002593,CHEMBL206233,74.0
10049774,CHEMBL202625,1830.0
10064294,CHEMBL204170,75.0
10086873,CHEMBL560815,40.0
10094943,CHEMBL204158,6580.0
10157758,CHEMBL205151,91.0
10158539,CHEMBL436944,123.0
10201693,CHEMBL204211,47.0
10202642,CHEMBL202887,18.0
10267580,CHEMBL570533,60.0
10274521,CHEMBL1237161,42.0
10293214,CHEMBL205570,19.0
10294883,CHEMBL208437,30.0
10295106,CHEMBL202994,40.0
10321041,CHEMBL377711,155.0
10358578,CHEMBL541777,181.0
10359218,CHEMBL204966,22.0
10361101,CHEMBL203619,79.0
10456042,CHEMBL381532,69.0
10470887,CHEMBL571452,50.0
11150889,CHEMBL181958,7940.0
11162962,CHEMBL425177,380.0
11197671,CHEMBL362710,1170.0
11213558,CHEMBL475251,2600.0
11231979,CHEMBL359724,3980.0
11290221,CHEMBL361237,25.0
11359080,CHEMBL182354,30.0
11370662,CHEMBL184746,1250.0
11403950,CHEMBL186966,3540.0
11415352,CHEMBL1957670,185.0
11439188,CHEMBL182678,1020.0
11473228,CHEMBL365663,15.0
11483515,CHEMBL365918,10960.0
11495553,CHEMBL379700,81.0
11497636,CHEMBL1272128,108.0
11508699,CHEMBL203436,27.0
11529890,CHEMBL437118,35.0
11558948,CHEMBL382799,115.0
11570297,CHEMBL1271853,1370.0
11588676,CHEMBL382466,240.0
11594774,CHEMBL383433,3981.0
11595752,CHEMBL426852,9333.0
11598109,CHEMBL1272020,2175.0
11604319,CHEMBL205158,12.0
11619302,CHEMBL1271965,597.0
11625025,CHEMBL204575,19.0
11626023,CHEMBL206017,112.0
11626560,CHEMBL601719,1000.0
11633551,CHEMBL205271,214.0
11638261,CHEMBL205427,59.0
11647100,CHEMBL1272021,376.0
11662159,CHEMBL1272289,185.0
11670925,CHEMBL1271736,1249.0
11675099,CHEMBL202943,25.0
11676119,CHEMBL492634,137.55
11682470,CHEMBL424676,15.0
11682680,CHEMBL380916,110.0
11699150,CHEMBL1272238,1066.0
11716589,CHEMBL205260,191.0
11717001,CHEMBL525191,4900.0
11717091,CHEMBL206544,32.0
11723225,CHEMBL382838,47.0
11740079,CHEMBL204063,41.0
11772123,CHEMBL447486,1770.0
16038120,CHEMBL509032,190.0
16070117,CHEMBL604261,1535.0
16654987,CHEMBL387748,12.0
16730258,CHEMBL593951,54.0
16730334,CHEMBL593725,855.5
16730337,CHEMBL592977,959.5
16730340,CHEMBL593000,534.0
16730412,CHEMBL594867,605.5
16730419,CHEMBL593704,365.0
16730503,CHEMBL603433,410.0
16730505,CHEMBL603642,1870.0
16730506,CHEMBL595332,370.0
16730507,CHEMBL605942,45000.0
16730509,CHEMBL593965,53000.0
16730589,CHEMBL610195,190.0
16730590,CHEMBL595556,116.0
16730592,CHEMBL605726,1120.0
16730673,CHEMBL593710,2212.0
16730750,CHEMBL605302,77000.0
16730825,CHEMBL606919,1862.5
16730828,CHEMBL592999,78.0
16730829,CHEMBL606632,517.5
16730909,CHEMBL606376,710.0
16730911,CHEMBL593945,920.0
16730993,CHEMBL593950,440.0
16731070,CHEMBL609582,73.0
16731072,CHEMBL594371,198.0
16731074,CHEMBL595578,60.0
16731075,CHEMBL593708,286.0
16731413,CHEMBL229495,174.0
16731414,CHEMBL229497,360.0
16731415,CHEMBL229546,42.0
16731558,CHEMBL229547,119.0
16731559,CHEMBL389078,21.0
16731560,CHEMBL229598,46.0
16731561,CHEMBL229599,10.0
16731562,CHEMBL376119,15.0
16731563,CHEMBL226733,92.0
16731722,CHEMBL445934,153.0
16731728,CHEMBL387747,46.0
16731881,CHEMBL229496,73.0
16731882,CHEMBL229548,47.0
16731883,CHEMBL229597,262.0
16731884,CHEMBL389079,385.0
16731885,CHEMBL229654,75.0
16731886,CHEMBL226734,24.0
23506832,CHEMBL1271472,75.0
23507055,CHEMBL496862,105.0
23507376,CHEMBL496861,246.0
24180608,CHEMBL237570,296.0
24905147,CHEMBL1241674,100.0
25138294,CHEMBL519939,7.1
25192275,CHEMBL578235,24.0
25192277,CHEMBL585367,47.0
25195321,CHEMBL520104,15.0
25195322,CHEMBL450161,2.95
44189989,CHEMBL524647,708.0
44201376,CHEMBL575099,49.5
44299148,CHEMBL162,4435.0
44408672,CHEMBL441176,85.0
44408807,CHEMBL203791,122.0
44408849,CHEMBL202730,398.0
44408884,CHEMBL378167,246.0
44462760,CHEMBL2028663,3700.0
44521014,CHEMBL583964,16.5
44521015,CHEMBL574415,28.0
44521016,CHEMBL574621,227.0
44521017,CHEMBL573735,195.0
44521018,CHEMBL572823,367.5
44521019,CHEMBL575492,60.5
