cid,compound,aveaffinty
123631,CHEMBL939,5500.0
156422,CHEMBL103667,730.0
176870,CHEMBL553,2400.0
216239,CHEMBL1336,4150.0
447077,CHEMBL386051,7.6
644241,CHEMBL255863,110.0
3062316,CHEMBL1421,0.093
3081361,CHEMBL24828,1900.0
5287969,CHEMBL428690,3300.0
5328940,CHEMBL288441,5.8
5329102,CHEMBL535,2100.0
5494449,CHEMBL572878,1500.0
6445562,CHEMBL607707,4050.0
9933475,CHEMBL491473,3700.0
10074640,CHEMBL1908391,2500.0
10138259,CHEMBL1721885,2300.0
11213558,CHEMBL475251,360.0
11409972,CHEMBL574738,80.0
11427553,CHEMBL1908397,810.0
11485656,CHEMBL223360,3500.0
11626560,CHEMBL601719,700.0
11712649,CHEMBL259084,2100.0
16038120,CHEMBL509032,4000.0
16722836,CHEMBL1287853,7100.0
24889392,CHEMBL576982,6500.0
24905147,CHEMBL1241674,390.0
25126798,CHEMBL1789941,6100.0
25138012,CHEMBL249097,0.1
44299148,CHEMBL162,41.0
44593646,CHEMBL515466,46.0
46864270,CHEMBL1784637,1.2
57397989,CHEMBL1908392,8600.0
57399640,CHEMBL1908393,1.0
71717270,CHEMBL2309006,160.0
71718651,CHEMBL2322989,2500.0
