cid,compound,aveaffinty
447077,CHEMBL386051,550.0
5328940,CHEMBL288441,2700.0
5329102,CHEMBL535,1300.0
5494449,CHEMBL572878,680.0
9823787,CHEMBL460990,65.0
9915743,CHEMBL180022,5800.0
9917013,CHEMBL290352,64.0
9977819,CHEMBL522892,2200.0
10113978,CHEMBL477772,740.0
10138259,CHEMBL1721885,1700.0
11213558,CHEMBL475251,11.0
11409972,CHEMBL574738,4000.0
11427553,CHEMBL1908397,230.0
11656518,CHEMBL558752,9500.0
16038120,CHEMBL509032,420.0
16105511,CHEMBL375085,724.0
16722836,CHEMBL1287853,3100.0
23378546,CHEMBL460989,55.0
24971429,CHEMBL492257,274.0
24971430,CHEMBL492258,159.0
24971432,CHEMBL510795,1000.0
24971433,CHEMBL517117,87.0
44299148,CHEMBL162,20.0
57397989,CHEMBL1908392,700.0
57399640,CHEMBL1908393,340.0
71717270,CHEMBL2309006,18.0
