cid,compound,aveaffinty
1214469,CHEMBL1762245,510.0
4157547,CHEMBL1348293,600.0
11389266,CHEMBL414307,37.0
11891917,CHEMBL1762246,820.0
25025860,CHEMBL1091720,18.0
25025861,CHEMBL1093184,17.5
25025862,CHEMBL1089521,33.0
25025863,CHEMBL1094054,5.3
25026044,CHEMBL1671874,11.0
25026056,CHEMBL1091985,6.3
25026058,CHEMBL1088553,18.0
25026445,CHEMBL1672352,17.0
25026446,CHEMBL1672353,5.0
25055504,CHEMBL1672351,82.0
25128865,CHEMBL2179473,1.6
25128867,CHEMBL2023111,0.6
25129212,CHEMBL2023112,0.5
25134006,CHEMBL2164225,8.3
25134007,CHEMBL2164224,1.7
44388192,CHEMBL413893,1.1
46200989,CHEMBL2023109,3.6
46845425,CHEMBL1089721,11.0
46861857,CHEMBL1086672,6.1
46882011,CHEMBL1079517,3676.0
46884576,CHEMBL1091598,177.0
46884577,CHEMBL1091599,7.5
46884578,CHEMBL1091984,101.0
46884627,CHEMBL1093170,51.0
46884628,CHEMBL1092381,7.3
46884629,CHEMBL1093183,140.0
46884630,CHEMBL1093459,11.0
46884659,CHEMBL1089511,45.0
46884660,CHEMBL1082471,10.0
46884661,CHEMBL1089512,51.0
46884662,CHEMBL1089522,340.0
46884663,CHEMBL1089523,390.0
46884687,CHEMBL1091917,205.0
46884688,CHEMBL1091918,28.0
46885311,CHEMBL1092730,36.0
46885312,CHEMBL1091553,560.0
46885313,CHEMBL1091554,2821.0
46889145,CHEMBL1099034,15.0
46889146,CHEMBL1088684,31.0
46889147,CHEMBL1088685,287.0
46889148,CHEMBL1088686,103.0
46889175,CHEMBL1086673,22.0
46889176,CHEMBL1086674,27.0
46889177,CHEMBL1087066,127.0
46889208,CHEMBL1086684,31.0
46889209,CHEMBL1087442,83.0
46889210,CHEMBL1087443,10.0
46889232,CHEMBL1087200,20.0
46889233,CHEMBL1088409,5.3
46889234,CHEMBL1088410,6.2
46889235,CHEMBL1088411,26.0
49871766,CHEMBL1672354,15.35
53242205,CHEMBL1762247,84.0
54580461,CHEMBL1762250,75.0
54580462,CHEMBL1762251,530.0
54580463,CHEMBL1762255,300.0
54580465,CHEMBL1762258,3000.0
54581470,CHEMBL1762248,230.0
54581471,CHEMBL1762252,310.0
54581472,CHEMBL1762263,6200.0
54581473,CHEMBL1762267,9700.0
54581474,CHEMBL1762272,770.0
54582477,CHEMBL1762270,2500.0
54582478,CHEMBL1762274,189.0
54583450,CHEMBL1762259,3800.0
54583451,CHEMBL1762268,6700.0
54583452,CHEMBL1762269,520.0
54583453,CHEMBL1762271,250.0
54583454,CHEMBL1762273,290.0
54584418,CHEMBL1762249,630.0
54585379,CHEMBL1762261,990.0
54585380,CHEMBL1762266,650.0
54586335,CHEMBL1762254,660.0
54586337,CHEMBL1762262,880.0
54587369,CHEMBL1762253,400.0
56840673,CHEMBL2164575,85.2
59618620,CHEMBL2179917,5.3
59618623,CHEMBL2179474,6.8
59618635,CHEMBL2179484,10.0
59618646,CHEMBL2179482,40.0
59618658,CHEMBL2179481,14.0
59618675,CHEMBL2179479,20.0
59618678,CHEMBL2179907,4.4
59618681,CHEMBL2179918,0.7
59618698,CHEMBL2179476,3.3
59618709,CHEMBL2179908,1.2
59618710,CHEMBL2179910,8.9
59618711,CHEMBL2023114,2.1
59618730,CHEMBL2179478,5.7
59618746,CHEMBL2023113,0.5
59618747,CHEMBL2164576,1.72
59618753,CHEMBL2164581,0.7
59618778,CHEMBL2179475,73.0
59618785,CHEMBL2179480,10.0
59618790,CHEMBL2164223,0.9
59618811,CHEMBL2179914,5.5
59618821,CHEMBL2023110,1.4
62707207,CHEMBL2164226,18.0
62707362,CHEMBL2164577,0.76
62707363,CHEMBL2164578,1.4
62707364,CHEMBL2164580,1.1
62707365,CHEMBL2164582,1.2
62707528,CHEMBL2164222,1.9
62707529,CHEMBL2164579,29.0
66901749,CHEMBL2179911,0.9
66901760,CHEMBL2179912,3.2
71451990,CHEMBL2179915,5.0
71451991,CHEMBL2179916,2.2
71460937,CHEMBL2179477,5.7
71460964,CHEMBL2179913,5.8
71462686,CHEMBL2179909,430.0
