cid,compound,aveaffinty
5283560,CHEMBL225155,1.78909090909
9885762,CHEMBL113344,62.0
9908268,CHEMBL114606,4.15
9979368,CHEMBL196534,12000.0
10125714,CHEMBL325050,6600.0
10127475,CHEMBL425563,530.0
10127776,CHEMBL117723,2100.0
10149721,CHEMBL224623,4900.0
10150171,CHEMBL432067,0.71
10172338,CHEMBL325198,280.0
10172545,CHEMBL112655,68.0
10174255,CHEMBL225575,1300.0
10195325,CHEMBL224799,1000.0
10215259,CHEMBL224703,2100.0
10217498,CHEMBL224571,2000.0
10249887,CHEMBL195141,12000.0
10271422,CHEMBL114584,510.0
10287034,CHEMBL184349,119.0
10288527,CHEMBL224005,7500.0
10309022,CHEMBL115131,7600.0
10317453,CHEMBL194578,58000.0
10363915,CHEMBL372066,3.86
10384596,CHEMBL115713,85.0
10408874,CHEMBL198976,14000.0
10430549,CHEMBL194419,12000.0
11222939,CHEMBL190006,2.1
11224984,CHEMBL1095833,765.333333333
11248292,CHEMBL389880,2100.0
11271470,CHEMBL375488,4300.0
11315069,CHEMBL1097801,114.0
11363176,CHEMBL1096146,109.0
11397995,CHEMBL2336068,7200.0
11408903,CHEMBL224853,10000.0
11452022,CHEMBL366208,9.4025
11496072,CHEMBL391869,184.0
11501417,CHEMBL2315817,10000.0
11503967,CHEMBL1090796,3800.0
11510741,CHEMBL516035,100.0
11540052,CHEMBL475405,122.433333333
11545181,CHEMBL389033,300.0
11555202,CHEMBL474407,160.0
11575787,CHEMBL195014,4018.0
11603726,CHEMBL206940,940.0
11604577,CHEMBL198415,4282.0
11662328,CHEMBL241050,400.0
11676168,CHEMBL1951588,350.0
11683935,CHEMBL473563,21.1
11689680,CHEMBL211505,605.0
11690779,CHEMBL515603,628.0
11697013,CHEMBL210695,950.0
11705484,CHEMBL473237,10000.0
11725751,CHEMBL118860,3.1
11743459,CHEMBL381872,13000.0
11977818,CHEMBL1951154,900.0
11978048,CHEMBL1951311,15000.0
24825338,CHEMBL208924,110.0
24825339,CHEMBL241052,2760.0
24956673,CHEMBL1094192,120.0
24956674,CHEMBL1097103,189.0
24956675,CHEMBL1095152,139.0
24956676,CHEMBL1094213,264.0
24957028,CHEMBL1097808,129.0
24957029,CHEMBL1096872,81.0
25008420,CHEMBL1093823,2000.0
44341276,CHEMBL115554,18.0
44341291,CHEMBL115714,320.0
44341466,CHEMBL114976,320.0
44342174,CHEMBL422074,450.0
44342191,CHEMBL334038,89.0
44342220,CHEMBL324358,845.4
44342230,CHEMBL325408,878.6
44342243,CHEMBL423691,862.4
44342245,CHEMBL115505,601.9
44342330,CHEMBL116953,740.0
44342374,CHEMBL332472,50.8
44344193,CHEMBL334213,3.6
44394116,CHEMBL185100,9.8
44394117,CHEMBL185066,1200.0
44394149,CHEMBL363008,17.0
44394153,CHEMBL184237,19.0
44394161,CHEMBL187061,410.0
44394169,CHEMBL185447,190.0
44394191,CHEMBL184879,2.75
44394211,CHEMBL187645,51.0
44394212,CHEMBL187692,7.6
44394220,CHEMBL186921,28.5
44394247,CHEMBL359762,220.0
44394248,CHEMBL184591,370.0
44394273,CHEMBL181597,4.7
44394279,CHEMBL187588,5.2
44394330,CHEMBL183688,220.0
44398011,CHEMBL364950,1600.0
44398057,CHEMBL187712,1700.0
44398093,CHEMBL188881,780.0
44398124,CHEMBL190865,330.0
44398169,CHEMBL188826,690.0
44398171,CHEMBL190529,2700.0
44412165,CHEMBL209076,4700.0
44412232,CHEMBL427221,10000.0
44412353,CHEMBL426688,7600.0
44412364,CHEMBL210257,2200.0
44412415,CHEMBL210468,6700.0
44412416,CHEMBL210520,1700.0
44413274,CHEMBL377968,4800.0
44413349,CHEMBL208838,895.0
44413365,CHEMBL208648,460.0
44413415,CHEMBL377855,2100.0
44413430,CHEMBL378061,1500.0
44413447,CHEMBL377828,3100.0
44439850,CHEMBL391870,123.0
44439851,CHEMBL391581,2630.0
44565595,CHEMBL473016,3750.0
44565596,CHEMBL514302,110.0
44565597,CHEMBL473156,31.83
44565621,CHEMBL473360,120.0
44565622,CHEMBL473562,36.75
44565703,CHEMBL514189,2500.0
44565712,CHEMBL516380,50.0
44565713,CHEMBL475247,1040.0
44565714,CHEMBL473238,14.24
44565715,CHEMBL475253,19.5
44565716,CHEMBL474418,132.4
44565717,CHEMBL514170,37.4
44565738,CHEMBL515917,68.5
44565739,CHEMBL470511,145.5
44591249,CHEMBL475495,11.1
44591250,CHEMBL515921,8.0
44591264,CHEMBL474688,6.7
44591265,CHEMBL474689,10.05
44591266,CHEMBL473269,8.3
44599207,CHEMBL2336071,5000.0
44625666,CHEMBL2336084,5900.0
44625752,CHEMBL2336066,1100.0
44625753,CHEMBL2336061,2600.0
45263215,CHEMBL537849,630.0
45265686,CHEMBL541890,790.0
46224715,CHEMBL590135,1350.0
46224767,CHEMBL590383,345.0
46224769,CHEMBL601062,995.0
46236268,CHEMBL1098447,59.0
46236269,CHEMBL1098448,96.0
46236270,CHEMBL1098449,114.0
46236271,CHEMBL1098450,128.0
46236272,CHEMBL1094834,302.0
46236273,CHEMBL1094193,310.0
46236274,CHEMBL1094501,162.0
46236398,CHEMBL1094502,118.0
46236399,CHEMBL1094503,18.0
46236400,CHEMBL1094491,125.0
46236402,CHEMBL1094831,821.0
46236403,CHEMBL1095153,200.0
46236404,CHEMBL1098142,88.0
46236517,CHEMBL1098467,307.0
46236518,CHEMBL1097535,350.0
46236519,CHEMBL1097536,458.0
46236520,CHEMBL1097537,335.0
46236521,CHEMBL1097807,425.0
46236522,CHEMBL1097809,246.0
46236523,CHEMBL1098143,144.0
46236660,CHEMBL1098144,428.0
46236661,CHEMBL1094699,514.0
46236662,CHEMBL1096478,127.0
46236663,CHEMBL1094246,525.0
46236664,CHEMBL1094247,228.0
46236665,CHEMBL1094248,674.0
46236666,CHEMBL1096541,183.0
46236805,CHEMBL1096542,212.0
46236806,CHEMBL1095987,317.0
46236807,CHEMBL1098811,95.0
46236808,CHEMBL1094885,99.0
46236809,CHEMBL1095995,50.0
46236810,CHEMBL1098200,335.0
46236811,CHEMBL1098201,106.0
46236929,CHEMBL1098202,1385.0
46236930,CHEMBL1098203,165.0
46236931,CHEMBL1098484,136.0
46236932,CHEMBL1098770,35.0
46236933,CHEMBL1098771,103.0
46236934,CHEMBL1098772,212.0
46237046,CHEMBL1097526,5791.0
46237047,CHEMBL1097527,2583.0
46237048,CHEMBL1097528,6689.0
46237049,CHEMBL1097529,86.0
46237050,CHEMBL1097843,59.0
46237051,CHEMBL1097800,54.0
46237052,CHEMBL1096676,68.0
46237175,CHEMBL1097182,240.0
46237176,CHEMBL1097183,1430.0
46237177,CHEMBL1097802,531.0
46237178,CHEMBL1097803,114.0
46237179,CHEMBL1096873,124.0
46237180,CHEMBL1097184,174.0
46237828,CHEMBL1098013,1000.0
46238363,CHEMBL1096786,140.0
46238365,CHEMBL1096787,8810.0
46238366,CHEMBL1096788,1229.0
46866185,CHEMBL1086172,300.0
46881847,CHEMBL1084929,5.4
46881875,CHEMBL1086170,151.0
46881876,CHEMBL1077288,3100.0
46881877,CHEMBL1085191,6400.0
46881912,CHEMBL1083841,2400.0
46885742,CHEMBL1088819,2000.0
46885743,CHEMBL1088820,285.0
46885744,CHEMBL1089127,1000.0
46885745,CHEMBL1093424,3250.0
46885796,CHEMBL1093429,4500.0
46885797,CHEMBL1090828,700.0
46905530,CHEMBL1161691,6.3
49842175,CHEMBL1836171,25118.86
54756908,CHEMBL1836214,6309.57
54758399,CHEMBL1836172,15848.93
57391457,CHEMBL1951155,12000.0
57391849,CHEMBL1951312,4500.0
57393585,CHEMBL1951315,11000.0
57394951,CHEMBL1951157,2000.0
57394952,CHEMBL1951158,3000.0
57395297,CHEMBL1951305,13000.0
57396699,CHEMBL1951152,4600.0
57397066,CHEMBL1951306,15000.0
57398468,CHEMBL1951147,800.0
57398845,CHEMBL1951313,10000.0
57400521,CHEMBL1951319,6000.0
57570459,CHEMBL2336085,1600.0
