cid,compound,aveaffinty
3025986,CHEMBL296468,8200.0
3081361,CHEMBL24828,6500.0
5287969,CHEMBL428690,6600.0
5328940,CHEMBL288441,3900.0
5329102,CHEMBL535,35.5
5330790,CHEMBL191003,1700.0
5494449,CHEMBL572878,1100.0
9977819,CHEMBL522892,520.0
10138259,CHEMBL1721885,100.0
10142586,CHEMBL514409,19.0
10461815,CHEMBL450786,310.0
11213558,CHEMBL475251,300.0
11409972,CHEMBL574738,1400.0
11427553,CHEMBL1908397,430.0
11626560,CHEMBL601719,2400.0
11656518,CHEMBL558752,4500.0
16038120,CHEMBL509032,27.0
16722836,CHEMBL1287853,2400.0
44299148,CHEMBL162,6.35
57397989,CHEMBL1908392,87.0
57399640,CHEMBL1908393,730.0
71717270,CHEMBL2309006,25.0
