cid,compound,aveaffinty
33032,CHEMBL575060,26000.0
136950,CHEMBL1095705,3500.0
213056,CHEMBL8759,74.45
627502,CHEMBL1094733,360.0
9825084,CHEMBL108939,1700.0
9834591,CHEMBL375611,149.0
9979770,CHEMBL185054,229.0
9999945,CHEMBL187537,3365.0
10002415,CHEMBL425540,2013.0
10026879,CHEMBL187077,421.0
10047169,CHEMBL182371,348.0
10050046,CHEMBL183756,1041.0
10070087,CHEMBL187959,939.0
10197984,CHEMBL275079,14.1
10198133,CHEMBL8839,40.6
10251009,CHEMBL185911,304.0
10318576,CHEMBL185602,380.0
10343566,CHEMBL185529,878.0
10353365,CHEMBL218710,256.2
10407808,CHEMBL185419,1823.0
10413231,CHEMBL364324,93.0
11213605,CHEMBL181364,186.0
11271167,CHEMBL185994,559.0
11298568,CHEMBL192977,983.0
11310142,CHEMBL192051,287.0
11344646,CHEMBL365368,635.0
11496256,CHEMBL180186,223.0
11496550,CHEMBL180455,442.0
11516962,CHEMBL180488,782.0
11539379,CHEMBL183286,761.0
11583075,CHEMBL179939,122.0
11598292,CHEMBL367823,276.0
11625861,CHEMBL183541,282.0
11633075,CHEMBL182946,195.0
11648184,CHEMBL178823,1160.0
11648510,CHEMBL179171,839.0
11654949,CHEMBL154542,892.0
11655609,CHEMBL424998,562.0
11656255,CHEMBL361570,1090.0
11656483,CHEMBL361837,225.0
11663312,CHEMBL179839,165.0
11663353,CHEMBL361358,600.0
11676185,CHEMBL183234,589.0
11677757,CHEMBL183911,270.0
11684927,CHEMBL179876,562.0
11690041,CHEMBL182138,5000.0
11691077,CHEMBL181869,371.0
11691221,CHEMBL361633,629.0
11697718,CHEMBL180871,291.0
11699129,CHEMBL369526,515.0
11743092,CHEMBL181648,3313.0
11950553,CHEMBL188286,984.0
11950742,CHEMBL187398,6367.0
11950744,CHEMBL365440,1172.0
11950745,CHEMBL361934,2263.0
11950746,CHEMBL187342,3591.0
11950926,CHEMBL188080,1070.0
11950927,CHEMBL361724,559.0
11951099,CHEMBL189264,318.0
11951270,CHEMBL188455,1356.0
11951271,CHEMBL189516,3544.0
11951272,CHEMBL187939,1010.0
11951447,CHEMBL189290,879.0
11951449,CHEMBL185659,451.0
11951806,CHEMBL186018,228.0
11951986,CHEMBL363531,755.0
11951987,CHEMBL191579,652.0
11951989,CHEMBL191391,1130.0
11951991,CHEMBL371578,765.0
11952168,CHEMBL188538,598.0
11952169,CHEMBL189623,779.0
11952347,CHEMBL188977,788.0
21393580,CHEMBL1095704,25130.0
22368592,CHEMBL1096318,7810.0
23770349,CHEMBL1097656,3897.0
24809650,CHEMBL2029792,260.0
24809653,CHEMBL2029790,1170.0
