cid,compound,aveaffinty
447077,CHEMBL386051,160.0
3038522,CHEMBL124660,2500.0
3062316,CHEMBL1421,620.0
3081361,CHEMBL24828,150.0
5287969,CHEMBL428690,1900.0
5330790,CHEMBL191003,5900.0
5494449,CHEMBL572878,1900.0
9933475,CHEMBL491473,3400.0
11213558,CHEMBL475251,4800.0
11427553,CHEMBL1908397,140.0
11626560,CHEMBL601719,440.0
16038120,CHEMBL509032,29.0
16722836,CHEMBL1287853,150.0
24905147,CHEMBL1241674,4.0
44299148,CHEMBL162,470.0
57397989,CHEMBL1908392,600.0
71717270,CHEMBL2309006,75.0
