cid,compound,aveaffinty
156422,CHEMBL103667,1195.0
160355,CHEMBL14762,1950.0
216239,CHEMBL1336,7250.0
395921,CHEMBL564921,410.0
3025986,CHEMBL296468,740.0
5287844,CHEMBL409450,83.0
5287969,CHEMBL428690,76.5
5329102,CHEMBL535,6900.0
5330790,CHEMBL191003,240.0
6918852,CHEMBL384304,7.4
10308461,CHEMBL235764,54.0
10449986,CHEMBL577030,131.0
11338033,CHEMBL445813,700.0
11409972,CHEMBL574738,775.0
11722798,CHEMBL240799,79.0
16037675,CHEMBL210540,3000.0
16038120,CHEMBL509032,1600.0
16109001,CHEMBL373882,100000.0
44241599,CHEMBL563962,5300.0
44241600,CHEMBL552324,2600.0
44299148,CHEMBL162,86.5
44413509,CHEMBL424696,34.0
45270882,CHEMBL550658,11000.0
71540518,CHEMBL2321948,200.0
71540520,CHEMBL2321951,520.0
71540521,CHEMBL2321952,530.0
71540623,CHEMBL2321878,1600.0
71540625,CHEMBL2321958,200.0
71540626,CHEMBL2321959,3300.0
71540735,CHEMBL2321961,1700.0
71540737,CHEMBL2321963,3100.0
71540738,CHEMBL2321964,400.0
71717270,CHEMBL2309006,410.0
71718603,CHEMBL2321965,600.0
71720435,CHEMBL2321968,3400.0
