cid,compound,aveaffinty
33032,CHEMBL575060,250.0
177491,CHEMBL230951,87000.0
10085578,CHEMBL177586,51.0
10245890,CHEMBL175643,94.0
10470232,CHEMBL369459,14.0
11174504,CHEMBL2112964,9.0
11177701,CHEMBL177043,62.0
11185961,CHEMBL178742,74.0
11186076,CHEMBL441844,85.0
11209923,CHEMBL178741,18.0
11220954,CHEMBL2112048,16.0
11232604,CHEMBL360728,6.0
11232687,CHEMBL175463,2.0
11232871,CHEMBL177519,7.0
11255377,CHEMBL176279,3.0
11256015,CHEMBL178592,4.0
11313361,CHEMBL174588,53.275
11324832,CHEMBL175699,85.0
11347669,CHEMBL353547,160.0
11347844,CHEMBL2112963,174.0
11382171,CHEMBL176068,450.0
11383509,CHEMBL2112966,6310.0
11403753,CHEMBL177585,80.0
11439265,CHEMBL177736,4360.0
11450605,CHEMBL174216,29.0
11461116,CHEMBL2112967,1.0
11474450,CHEMBL2112965,191.0
11483690,CHEMBL178690,0.56
11485531,CHEMBL367227,105.0
17758443,CHEMBL231157,34000.0
17758554,CHEMBL389555,77000.0
44387697,CHEMBL175377,8.0
44387723,CHEMBL366448,1175.0
